TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility
2020Q1,96,1.3,,,3,7,15,40,20,10,5,,,,4.152823920265781,,,,,,,,
2020Q1,97,1.2,,,,,,,,,,,,,1,,,,,,,,
2020Q1,98,1.2,,,,5,30,35,25,5,,,,,3.5714285714285716,,,,,,,,
2020Q1,99,1.4,,,,,,,,,,,,,1,,,,,,,,
2020Q1,101,1.2,,,,,,,,,,,,,1,,,,,,,,
2020Q1,102,1.5,,,,,,,,,,,,,1,,,,,,,,
2020Q1,107,1.21888,.3566396743,1.4401699356,4.8230282679,11.4742298485,19.3977655473,23.3068777248,19.9044043635,12.0815452602,5.2110824347,1.5967691946,.3474568187,.0600309299,6.065814860409496,,,,,,,,
2020Q1,108,1.16912,,,.14,8.92,22.85,33.8,23.93,10.02,.34,,,,4.1368308086668595,,,,,,,,
2020Q1,110,1.3247788217,3.9753401452,3.351973957,6.7982537209,10.1473520375,13.160110572,14.829294385,14.5190035484,12.3511755001,9.1292112128,5.86284729,3.2713706103,2.6040670208,9.364417728321767,,,,,,,,
2020Q1,112,1.3,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,,,
2020Q1,114,1.2,,,,,,,,,,,,,1,,,,,,,,
2020Q1,115,1.3,4.1236772542,3.5399770164,7.1951525275,10.7018102136,13.7437806464,15.2401718991,14.5918185379,12.0632509844,8.6109773592,5.3072520304,2.8242980647,2.0578334662,9.174649915917586,,,,,,,,
2020Q1,116,1.1,.5,1,2.5,7.5,25,30,28.5,5,0,0,0,0,4.122011541632317,,,,,,,,
2020Q1,127,1,3.9747569435,5.5544492749,9.2975123118,12.4746045115,14.5511854951,14.7564914303,13.0101147819,9.9722037418,6.6452365613,3.8497713265,1.9389166779,3.9747569435,9.385731433869969,,,,,,,,
2020Q1,128,1.3,1,2,4,8,15,40,20,5,3,2,,,4.258943781942079,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2020Q2,1,1.1,1,2,4,10,33,25,13,8,3,1,,,4.812319538017324,,,,,,,,
2020Q2,2,1.3,0,0,0,0,0,90,10,0,0,0,0,0,1.2195121951219512,,,,,,,,
2020Q2,4,.5,5,5,12.5,20,20,15,12.5,5,5,,,,6.956521739130435,,,,,,,,
2020Q2,5,1,,,2.5,15,35,30,15,2.5,,,,,3.864734299516908,,,,,,,,
2020Q2,6,1.3,,,,,30,60,10,,,,,,2.1739130434782608,,,,,,,,
2020Q2,7,1.1953068058,,,,,,,,,,,,,1,,,,,,,,
2020Q2,10,.5,,,5,20,60,15,,,,,,,2.3529411764705883,,,,,,,,
2020Q2,14,2,3,3,5,7,9,11,12,12,12,9,7,10,10.460251046025103,,,,,,,,
2020Q2,15,1,,,5,15,25,35,15,5,,,,,4.25531914893617,,,,,,,,
2020Q2,16,.8,2,3,9,17,20,18,12,9,7,2,1,0,7.2150072150072155,,,,,,,,
2020Q2,20,.6,,,10,30,35,20,5,,,,,,3.7735849056603774,,,,,,,,
2020Q2,22,1,,,,10,30,45,15,,,,,,3.076923076923077,,,,,,,,
2020Q2,23,.5,,,5,25,28,22,19,1,,,,,4.385964912280701,,,,,,,,
2020Q2,24,.6702908125,1,3,10,21,36,15,10,3,1,,,,4.582951420714941,,,,,,,,
2020Q2,26,1.6,,,,5,10,20,40,20,5,,,,3.9215686274509802,,,,,,,,
2020Q2,32,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q2,33,.8,,,,,,,,,,,,,1,,,,,,,,
2020Q2,37,.6,,,,10,72,18,,,,,,,1.7831669044222538,,,,,,,,
2020Q2,38,.888,,,,,40,60,,,,,,,1.9230769230769231,,,,,,,,
2020Q2,39,.8,,,5,15,35,30,15,,,,,,3.8461538461538463,,,,,,,,
2020Q2,47,.4,5,5,20,35,25,5,5,,,,,,4.25531914893617,,,,,,,,
2020Q2,48,.9,,,,,,,,,,,,,1,,,,,,,,
2020Q2,56,1.1,,,,5,35,45,15,,,,,,2.857142857142857,,,,,,,,
2020Q2,57,1,0,0,0,15,35,35,15,0,0,0,0,0,3.4482758620689653,,,,,,,,
2020Q2,61,1.1,,,,15,35,40,10,,,,,,3.1746031746031744,,,,,,,,
2020Q2,82,.6,,,,,,,,,,,,,1,,,,,,,,
2020Q2,85,.6385828514,.0785981301,1.1376139917,7.7493633702,24.2565805512,35.0493252056,23.4166389753,7.2208769614,1.0229007867,.0661379695,.0019383244,.0000255823,.0000001516,4.0327123588195,,,,,,,,
2020Q2,89,.8,0,.2,3.8,19.6,38.5,28.8,8.2,.9,0,0,0,0,3.5992196891713872,,,,,,,,
2020Q2,93,.8,,,5,15,50,25,5,,,,,,2.9411764705882355,,,,,,,,
2020Q2,95,.9456504696,3.3435356174,7.359190579,9.4855611192,13.1762646401,17.8031009641,15.4635332118,12.7390158818,9.1940504367,7.2524415209,3.895221891,.288084138,0,8.335662161190765,,,,,,,,
2020Q2,96,1,,,5,10,30,35,10,7,3,,,,4.152823920265781,,,,,,,,
2020Q2,97,.9,,,,,,,,,,,,,1,,,,,,,,
2020Q2,98,.9,,,,10,40,40,10,,,,,,2.9411764705882355,,,,,,,,
2020Q2,99,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q2,101,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q2,102,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q2,107,1.0193149891,.5753370235,2.1906814217,6.8153153449,14.7647684057,22.2811494405,23.4257741646,17.1595144694,8.7561570128,3.1117131012,.7698168436,.132512237,.0172605351,5.895510406115526,,,,,,,,
2020Q2,110,1.1502248425,6.5919988928,4.4073241417,8.0477687186,10.9056435824,13.087161781,13.9078249443,13.0885922994,10.9080278574,8.0504080934,5.2614554626,3.045141259,2.6986529674,9.894877668148066,,,,,,,,
2020Q2,112,1,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,,,
2020Q2,114,1,,,,,,,,,,,,,1,,,,,,,,
2020Q2,115,.7,10.1711327315,6.5885704183,11.3863049013,14.1896253766,15.2725771102,14.1973688668,11.3987358136,7.9041689661,4.7337157893,2.4484354809,1.0937250696,.6156394758,8.810132442017181,,,,,,,,
2020Q2,116,.8,.5,2.5,5,12,35,30,15,0,0,0,0,0,3.9596119580281135,,,,,,,,
2020Q2,121,1.124613719,4,8,14,18,20,25,10,1,0,0,0,0,5.793742757821552,,,,,,,,
2020Q2,127,1,3.9747569435,5.5544492749,9.2975123118,12.4746045115,14.5511854951,14.7564914303,13.0101147819,9.9722037418,6.6452365613,3.8497713265,1.9389166779,3.9747569435,9.385731433869969,,,,,,,,
2020Q2,128,1.2,1,3,6,10,15,40,15,5,3,2,,,4.476275738585497,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2020Q3,1,1,1,2,4,10,28,30,13,8,3,1,,,4.882812499999999,,,,,,,,
2020Q3,2,1.4,0,0,0,0,0,50,50,0,0,0,0,0,2.0,,,,,,,,
2020Q3,4,.6,2.5,5,12.5,20,25,15,12.5,5,2.5,,,,6.153846153846154,,,,,,,,
2020Q3,5,1,,,2.5,15,32.5,32.5,15,2.5,,,,,3.883495145631068,,,,,,,,
2020Q3,6,.8,,,,30,50,20,,,,,,,2.6315789473684212,,,,,,,,
2020Q3,7,1.2000564564,,,,,,,,,,,,,1,,,,,,,,
2020Q3,8,.8,,,5,20,35,30,10,,,,,,3.7735849056603774,,,,,,,,
2020Q3,10,.8,,,5,20,60,15,,,,,,,2.3529411764705883,,,,,,,,
2020Q3,14,2,4,3,5,7,9,11,12,12,11,9,7,10,10.638297872340427,,,,,,,,
2020Q3,15,1.2,,,,10,25,30,25,10,,,,,4.25531914893617,,,,,,,,
2020Q3,16,.8,2,3,9,17,20,18,12,9,7,2,1,0,7.2150072150072155,,,,,,,,
2020Q3,20,1.3,,,5,10,25,35,20,5,,,,,4.166666666666667,,,,,,,,
2020Q3,22,1.2,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,,,
2020Q3,23,.9,,,6,18,25,26,19,6,,,,,4.8590864917395535,,,,,,,,
2020Q3,24,.798,1,3,8,14,30,30,10,3,1,,,,4.587155963302752,,,,,,,,
2020Q3,26,1.6,,,3,6,13,21,22,19,11,5,,,6.075334143377885,,,,,,,,
2020Q3,31,1.3,,,5,10,20,35,25,5,,,,,4.166666666666667,,,,,,,,
2020Q3,37,1.1,,,,,27,65,8,,,,,,1.9928258270227182,,,,,,,,
2020Q3,38,1.1,,,,,30,70,,,,,,,1.7241379310344827,,,,,,,,
2020Q3,39,.9,,,5,15,35,30,15,,,,,,3.8461538461538463,,,,,,,,
2020Q3,47,.8,,,,,,,,,,,,,1,,,,,,,,
2020Q3,48,1.2,,,,,,,,,,,,,1,,,,,,,,
2020Q3,52,.8,0,0,2,17,44,29,5,3,0,0,0,0,3.2216494845360826,,,,,,,,
2020Q3,56,1.1,0,0,0,0,19.0476190476,76.1904761905,4.7619047619,0,0,0,0,0,1.6153846153838702,,,,,,,,
2020Q3,57,1.2,0,0,0,15,35,35,15,0,0,0,0,0,3.4482758620689653,,,,,,,,
2020Q3,61,1.2,,,,5,25,40,25,5,,,,,3.4482758620689653,,,,,,,,
2020Q3,63,.8,,,,5,50,45,,,,,,,2.197802197802198,,,,,,,,
2020Q3,65,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,68,1.2,,,,,,,,,,,,,1,,,,,,,,
2020Q3,70,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,72,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,73,1.4,0,0,0,0,35,60,5,0,0,0,0,0,2.0618556701030926,,,,,,,,
2020Q3,82,.7,,,,,,,,,,,,,1,,,,,,,,
2020Q3,85,.8714606957,.0168879109,.356331607,3.4941226759,15.6993409835,32.5024855272,31.1027340029,13.7544025533,2.8011983611,.2612064369,.0110759861,.0002121243,.0000018309,4.032752825904524,,,,,,,,
2020Q3,88,1,0,0,0,26.6823351931,18.2648863126,18.2648863126,16.8638010768,12.3119510071,5.2823820938,2.329758004,0,0,5.409901727721695,,,,,,,,
2020Q3,89,1.1236263139,0,0,.1,4.1,28.6,47.1,18.4,1.7,0,0,0,0,2.945820469917281,,,,,,,,
2020Q3,90,1.2,.5,1.8,4.5,10.4,25.2,34.6,16,4.8,2,.2,0,0,4.450021805106846,,,,,,,,
2020Q3,91,1.35,0,0,0,2.5,20,35,30,10,2.5,0,0,0,3.7914691943127963,,,,,,,,
2020Q3,93,1.1,,,,,28.5,55,15,1.5,,,,,2.460327223520728,,,,,,,,
2020Q3,95,1.0288161762,3.0213194533,7.4275501458,9.3490025882,11.9064694489,14.5322901331,19.4162619386,12.2889222689,9.0855847585,7.3310884829,4.2974037438,1.037885464,.306221574,8.413313114497681,,,,,,,,
2020Q3,96,1.2,,,5,10,15,35,25,7,3,,,,4.428697962798937,,,,,,,,
2020Q3,97,1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,98,.9,,,,15,40,35,10,,,,,,3.1746031746031744,,,,,,,,
2020Q3,99,1.3,,,,,,,,,,,,,1,,,,,,,,
2020Q3,101,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,102,.9,,,,,,,,,,,,,1,,,,,,,,
2020Q3,105,1.1,,,,,5,85,10,,,,,,1.3605442176870748,,,,,,,,
2020Q3,107,.9722898335,.40232219,1.7384730463,5.9215822663,13.816962393,22.0933612522,24.2149264403,18.1926550101,9.3678593556,3.3050669133,.7985710092,.1320638932,.0161562305,5.767194344107227,,,,,,,,
2020Q3,108,.8988634373,,.05,6.27,16.72,27.16,27.09,16.59,6.09,.03,,,,4.755734536039575,,,,,,,,
2020Q3,109,1.5,,,,,,,,,,,,,1,,,,,,,,
2020Q3,110,1.1502248425,6.4774002422,4.384780506,8.0429999924,10.9385290825,13.1550407214,13.9900464241,13.1564957115,10.9409489091,8.0456690898,5.2319025385,3.0084617178,2.6277250647,9.850664950553066,,,,,,,,
2020Q3,112,1.6,,,,5,10,20,30,20,10,5,,,5.128205128205129,,,,,,,,
2020Q3,114,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,115,.8,8.6974385937,6.0100847928,10.7277574139,13.8208729496,15.3436484042,14.6787719857,12.100914329,8.5963016413,5.2621826905,2.7757162529,1.2616283614,.724682585,8.876246535763132,,,,,,,,
2020Q3,116,1.26,0,0,0,5,15,40,30,10,0,0,0,0,3.508771929824561,,,,,,,,
2020Q3,117,.4,,,,,,,,,,,,,1,,,,,,,,
2020Q3,118,1.1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,119,1,,,,,,,,,,,,,1,,,,,,,,
2020Q3,121,1.06,1,3,4,8,15,30,30,8,1,0,0,0,4.587155963302752,,,,,,,,
2020Q3,127,1.2,3.0529430486,4.3455575405,7.8831152229,11.4130057697,14.2502379375,15.3449965369,14.2506597578,11.4136814603,7.8838153122,4.69637333,2.412671035,3.0529430486,9.15878337720638,,,,,,,,
2020Q3,128,1.3,1,4,10,12,15,25,15,10,5,2,1,,6.821282401091406,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,22,TN15_0,FN15_0TN13_1,FN13_0TN11_1,FN11_0TN9_1,FN9_0TN7_1,FN7_0TN5_1,FN5_0TN3_1,FN3_0TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T5_9,F6_0T7_9,F8_0T9_9,F10_0,Volatility
2020Q4,1,-3,,1,3,5,10,15,20,25,14,4,2,1,,,,,,,,,,,6.242197253433209
2020Q4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,0,2.7777777777777777
2020Q4,4,-.4,2.5,2.5,2.5,2.5,5,5,7.5,12.5,12.5,10,7.5,5,5,5,5,5,2.5,2.5,,,,,13.559322033898304
2020Q4,5,1,,,,,,,,,1,5,20,25,25,16,8,,,,,,,,5.010020040080161
2020Q4,6,-2.1,,,,,5,10,15,50,15,5,,,,,,,,,,,,,3.225806451612903
2020Q4,8,-8.4,,10,15,20,25,20,10,,,,,,,,,,,,,,,,5.405405405405405
2020Q4,14,-.6,,,,,0,0,7,33,13,12,11,9,6,4,3,1,1,0,0,0,0,,5.827505827505828
2020Q4,16,-7,,3,6,10,16,17,16,10,7,5,4,3,2,1,,,,,,,,,8.695652173913043
2020Q4,20,-3,,,,,10,15,30,35,10,,,,,,,,,,,,,,3.9215686274509802
2020Q4,23,-.6,,,,,3,5,10,19,25,21,10,5,2,,,,,,,,,,5.91715976331361
2020Q4,24,-4.3762031899,,1,2.5,5,7.5,20,30,15,10,5,3,1,,,,,,,,,,,5.719187875321705
2020Q4,26,0,,,,,5,10,10,10,10,10,10,10,10,10,3,2,,,,,,,10.660980810234543
2020Q4,31,1.5,,,,,,,,,,,10,20,30,30,5,5,,,,,,,4.25531914893617
2020Q4,32,-3.1,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,36,2,,,,,,,,,,,10,10,20,25,30,5,,,,,,,4.651162790697675
2020Q4,37,-4.7,,,,1,15,31,37,15,1,,,,,,,,,,,,,,3.5945363048166787
2020Q4,38,-5.54,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,39,-1.6,,,,,,10,25,30,25,5,5,,,,,,,,,,,,4.3478260869565215
2020Q4,56,-4,,,,,20,30,40,10,,,,,,,,,,,,,,,3.3333333333333335
2020Q4,63,-3.6,,,,,,25,35,20,15,5,,,,,,,,,,,,,4.0
2020Q4,73,-4.4,,,,,10,30,50,10,,,,,,,,,,,,,,,2.7777777777777777
2020Q4,82,-3.8436765717,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,90,-4.5,0,2,5,10,15,20,20,12.5,7,5,2.5,1,0,0,0,0,0,0,0,0,0,0,7.186489399928136
2020Q4,93,0,,,,,,,1,1.5,10,30,40,10,5,2.5,,,,,,,,,3.656975681111721
2020Q4,95,-10.9452832,11.1454933586,16.3572943994,22.4952374031,22.866998834,15.4548806567,8.4133736886,2.2821761538,.5353274538,.1794865864,.1113651841,.0675300157,.0400197373,.0231783003,.0131195491,.0072574859,.0039235886,.0020730544,.0010704538,.0001854992,.0000083324,.0000002592,.0000000056,5.7606902049837325
2020Q4,96,-2.2,,,,3,5,10,20,30,15,10,5,2,,,,,,,,,,,5.592841163310962
2020Q4,97,-1.6,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,98,-3.9,,,,,5,30,35,20,10,,,,,,,,,,,,,,3.7735849056603774
2020Q4,99,-4,,,,,,20,75,5,,,,,,,,,,,,,,,1.6528925619834711
2020Q4,101,-2,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,102,.4,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,105,-4.5,,,,,,,90,10,,,,,,,,,,,,,,,1.2195121951219512
2020Q4,107,-7.0614595904,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,108,-7.5,,,,1.13,71.48,27.39,,,,,,,,,,,,,,,,,1.7062285908834771
2020Q4,110,.7,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,112,-1.9,,,,,5,15,20,30,15,10,5,,,,,,,,,,,,5.2631578947368425
2020Q4,114,-4.3,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,115,-4.6,0,.000000003,.0000307254,.0301537844,3.0210270289,34.5227799022,51.6761746824,10.4915956548,.1860439281,.054675478,.0138343259,.0030136784,.0005651886,.0000912495,.0000126821,.0000015172,.0000001562,.0000000138,.0000000011,0,0,0,2.5116236325003096
2020Q4,117,-4.3,,,,,,,,,,,,,,,,,,,,,,,1
2020Q4,119,.7,,,,,,,,,,5,5,80,5,5,,,,,,,,,1.5384615384615385
2020Q4,121,-.1,0,0,0,0,1,2,4,20,15,20,20,10,5,2,1,0,0,0,0,0,0,0,6.345177664974619
2020Q4,128,-2,,,1,3,8,10,12,30,20,10,3,2,1,,,,,,,,,,5.773672055427252
""
TARGET_PERIOD,FCT_SOURCE,22,TN15_0,FN15_0TN13_1,FN13_0TN11_1,FN11_0TN9_1,FN9_0TN7_1,FN7_0TN5_1,FN5_0TN3_1,FN3_0TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T5_9,F6_0T7_9,F8_0T9_9,F10_0,Volatility
2021Q1,4,-1,2.5,2.5,2.5,5,7.5,12.5,15,15,10,5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,11.267605633802816
2021Q1,5,.6,,,,,,,,,1,5,20,30,20,16,8,,,,,,,,4.887585532746824
2021Q1,6,-1.6,,,,,,5,5,40,30,15,5,,,,,,,,,,,,3.5714285714285716
2021Q1,7,-2.3,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,14,3.5,,,,,0,0,0,2,10,5,6,7,8,8,8,9,8,7,6,13,3,0,12.285012285012288
2021Q1,16,-1,,,,,2,8,12,16,17,14,9,7,5,4,3,2,1,,,,,,8.787346221441124
2021Q1,20,-1,,,,,,,10,25,30,25,10,,,,,,,,,,,,4.25531914893617
2021Q1,23,.7,,,,,,,,5,10,15,20,25,20,5,,,,,,,,,5.555555555555555
2021Q1,24,-5.7558238243,,,7,10,15,25,25,10,5,2.5,.5,,,,,,,,,,,,5.696382796923952
2021Q1,26,.9,,,,,,5,5,5,10,10,10,10,10,10,10,5,5,5,,,,,11.764705882352942
2021Q1,32,-1.1,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,36,-5,,,,,5,20,30,25,15,5,,,,,,,,,,,,,4.545454545454546
2021Q1,39,-1.6,,,,,,10,25,30,25,5,5,,,,,,,,,,,,4.3478260869565215
2021Q1,47,.1,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,52,1.4,0,0,0,0,0,0,0,0,0,1,4,13,33,32,8,6,2,1,0,0,0,0,4.159733777038269
2021Q1,56,-1.3,,,,,2.5,5,10,20,20,15,10,5,5,2.5,2.5,2.5,,,,,,,7.547169811320755
2021Q1,61,-1.8,,,,,,15,20,30,25,10,,,,,,,,,,,,,4.444444444444445
2021Q1,68,-2.5,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,72,0,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,73,-6,,,,,10,60,30,,,,,,,,,,,,,,,,2.1739130434782608
2021Q1,82,-.7847782929,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,85,-1.0182135491,0,0,.0000000009,.0000035642,.0025082563,.3227240405,7.9337841766,39.566852377,13.1545584791,11.9973906368,9.8013749035,7.1725879503,4.7016674455,2.7606605864,1.4519665966,.6840371026,.2886546456,.109106161,.0519238072,.0001991321,.0000001378,0,4.70482268642582
2021Q1,88,.5,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,89,-1.2,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,90,1.3,0,0,0,0,0,0,0,2,3,5,8,15,25,20,12.5,5,4.5,0,0,0,0,0,6.43707756678468
2021Q1,91,-.8,0,0,0,0,0,0,0,20,40,30,10,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
2021Q1,93,-1.2,,,,,,2.5,2.5,35,25,17.5,12.5,5,,,,,,,,,,,4.25531914893617
2021Q1,95,-8.0164,.0125013214,.4210006398,5.2157300781,23.7713024673,39.8562437577,24.5835882123,5.5782721308,.4656500347,.0593600745,.0233435766,.0086237658,.0029928373,.0009757214,.0002988307,.0000859768,.0000232377,.0000059001,.0000014073,.0000000297,0,0,0,3.550295264189964
2021Q1,96,-6.2,,2,3,13,20,30,15,10,5,2,,,,,,,,,,,,,5.446623093681917
2021Q1,97,-.9,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,98,-2.9,,,,,,10,35,30,15,10,,,,,,,,,,,,,3.9215686274509802
2021Q1,99,-2.1,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,102,1.7,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,105,-1,,,,,,,,20,80,,,,,,,,,,,,,,1.4705882352941178
2021Q1,107,-1.7089087102,0,0,0,0,.0000000003,.0008216205,4.1858323536,76.0389138881,13.0220333748,5.1317133223,1.3522648868,.2381118351,.0279943121,.0021955542,.0001147639,.0000039944,.0000000925,.0000000014,0,0,0,0,1.6674360329432236
2021Q1,109,-.1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,10,15,35,10,5,5.555555555555555
2021Q1,110,3.4,0,0,0,0,.0000000002,.0000008576,.0008088772,.1409437041,.2566712734,.6139583343,1.3168807268,2.5328145663,4.3683034452,6.7558066642,9.3691178194,11.6514190317,12.9932746997,12.9932746997,32.1446469603,4.7203249008,.1409437041,.000809735,5.916806211123848
2021Q1,112,-.2,,,,,,,5,15,20,30,15,10,5,,,,,,,,,,5.2631578947368425
2021Q1,114,.5,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,115,-.4,0,0,0,.0000000166,.0000687248,.0368975015,2.7027068099,29.3047867744,13.8559787009,14.3784062963,13.0925652543,10.4611255492,7.3344895094,4.5122821899,2.4358667342,1.153816457,.4795566458,.1748864664,.0763770125,.0001892956,.0000000613,0,6.144996606495529
2021Q1,117,-2.4,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,118,-2.4,,,,,,,,,,,,,,,,,,,,,,,1
2021Q1,119,.7,,,,,,,,,,5,5,80,5,5,,,,,,,,,1.5384615384615385
2021Q1,121,1.8,0,0,0,0,0,0,2,2,4,5,7,10,13,19,18,13,4,2,1,0,0,0,8.051529790660227
2021Q1,127,-1.4,,1,2,3.5,6.5,9,11,18,16,12,10,5,3,2,1,,,,,,,,8.89284126278346
2021Q1,128,0,,,,,,,2,5,10,20,40,12,5,3,1,1,1,,,,,,4.329004329004328
2021Q1,131,5,,,,,,,,,,,,,,,,10,20,20,30,15,5,,4.878048780487805
""
TARGET_PERIOD,FCT_SOURCE,22,TN15_0,FN15_0TN13_1,FN13_0TN11_1,FN11_0TN9_1,FN9_0TN7_1,FN7_0TN5_1,FN5_0TN3_1,FN3_0TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T5_9,F6_0T7_9,F8_0T9_9,F10_0,Volatility
2021Q2,1,7.5,,,,,,,,,,,,,,,1,2,3,5,7,40,32,10,3.556187766714083
2021Q2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,1.9230769230769231
2021Q2,4,13,,,,,,,,1,1,1,1,1,2.5,2.5,2.5,2.5,2.5,2.5,5,7.5,10,57.5,2.8328611898017
2021Q2,5,10.5,,,,,,,,,,,,,,,,,,1,4,10,30,55,2.474022761009401
2021Q2,7,14.296,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,8,13.2,,,,,,,,,,,,,,,,,,,5,15,25,55,2.5641025641025643
2021Q2,10,11.9,,,,,,,,,,,,,,,,,,10,15,25,25,25,4.545454545454546
2021Q2,16,13,,,,,,,,,,1,1,1,2,4,6,6,7,8,10,12,14,28,6.983240223463687
2021Q2,20,13,,,,,,,,,,,,,,,,,,,,10,20,70,1.8518518518518519
2021Q2,22,13,,,,,,,,,,,,,,,,,,,,,,100,1.0
2021Q2,23,15,,,,,,,,,,,,,,,,,,,,10,20,70,1.8518518518518519
2021Q2,24,12.39,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,26,15,,,,,,,,,,,,,,1,1,1,1,1,5,5,5,80,1.5432098765432098
2021Q2,29,5.3,0,.25,.25,.5,.5,.5,.5,.5,.5,.5,.5,.5,1,1,1,2,5,15,50,10,5,5,3.4371643394199785
2021Q2,30,13.99,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,32,14.4,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,36,8,,,,,,,,,,,,,,,,,10,15,25,30,20,,4.444444444444445
2021Q2,37,14.1,,,,,,,,,,,,,,,,,,,,10,30,60,2.1739130434782608
2021Q2,38,12.8861,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,39,14,,,,,,,,,,,,,,,,,,,,5,30,65,1.941747572815534
2021Q2,49,14.3,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,56,14,,,,,,,,,,,,,,,,,,,,,30,70,1.7241379310344827
2021Q2,63,11.7,,,,,,,,,,,,,,,,,,,5,10,15,70,1.9047619047619047
2021Q2,65,13.6,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,68,13.3,,,,,,,,,,,,,,,,,,,,,,,1
2021Q2,85,12.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.006,1.26,98.734,1.0256420363455063
2021Q2,89,14.5,,,,,,,,,,,,,,,,,,,,,5,95,1.1049723756906078
2021Q2,93,14.5,,,,,,,,,,,,,,,,,,,,,,100,1.0
2021Q2,95,10.9499984952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0000752398,99.9999247602,1.0000015047971322
