TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility
2005Q4,63,2.1,,,,5,30,65,,,,,1.941747572815534,,
2005Q4,68,2.1,1,3,8,10,22,27,13,10,5,1,5.945303210463733,,
2005Q4,70,1.6,,,,20,70,10,,,,,1.8518518518518519,,
2005Q4,76,1.5,,,5,30,40,20,5,,,,3.389830508474576,,
2005Q4,80,2.0959,,,,,,,,,,,1,,
2005Q4,82,1.5,,,,,,,,,,,1,,
2005Q4,85,2.3,,,,10,30,50,10,,,,2.7777777777777777,,
2005Q4,88,2,,,5,25,30,25,10,5,,,4.3478260869565215,,
2005Q4,89,2,,,,10,30,40,20,,,,3.3333333333333335,,
2005Q4,90,1.8,0,0,0,5,15,60,15,5,0,0,2.4390243902439024,,
2005Q4,92,1.7,2.94518452,4.48515368,11.27190149,18.23996096,21.84829498,19.37100893,12.71321519,6.17551593,2.21979789,.72996642,6.466841998934308,,
2005Q4,93,1.9,,,,,70,30,,,,,1.7241379310344827,,
2005Q4,95,1.6,0,0,3,28,37,21,10,1,0,0,3.698224852071006,,
2005Q4,96,2.2,,,,20,35,45,,,,,2.73972602739726,,
2005Q4,97,1.8,,,10,35,50,5,,,,,2.5974025974025974,,
2005Q4,98,1.7,,,6,17,55,20,2,,,,2.6638252530633992,,
2005Q4,99,1.9,,,,15,45,30,10,,,,3.076923076923077,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2006Q1,1,1.9,,,10,20,30,30,10,,,,4.166666666666667,,
2006Q1,5,1.8,,,,5,50,40,5,,,,2.4096385542168677,,
2006Q1,9,2.1,,,,,30,50,20,,,,2.6315789473684212,,
2006Q1,11,1.3,,,,,,,,,,,1,,
2006Q1,14,1.6,,,,,,,,,,,1,,
2006Q1,16,1.8,4,8,18,18,21,16,10,5,0,0,6.451612903225806,,
2006Q1,17,2.1,,,5,10,30,35,20,,,,3.7735849056603774,,
2006Q1,18,1.75,,,,,,,,,,,1,,
2006Q1,19,2,,,,,40,60,,,,,1.9230769230769231,,
2006Q1,20,1.7,,,,10,75,15,,,,,1.680672268907563,,
2006Q1,23,1.4,,5,15,30,25,20,5,,,,4.545454545454546,,
2006Q1,24,1.3,,,20,50,20,10,,,,,2.9411764705882355,,
2006Q1,26,1.8,,,10,20,40,20,10,,,,3.8461538461538463,,
2006Q1,28,1.2,5,15,30,30,15,5,,,,,4.3478260869565215,,
2006Q1,30,1.5,,,,,,,,,,,1,,
2006Q1,31,1.3,,,10,70,20,,,,,,1.8518518518518519,,
2006Q1,32,1.3,,5,25,40,25,5,,,,,3.4482758620689653,,
2006Q1,33,1.5,,,10,40,40,10,,,,,2.9411764705882355,,
2006Q1,35,1.7,,,,10,60,30,,,,,2.1739130434782608,,
2006Q1,37,1.8,,,,10,60,20,10,,,,2.380952380952381,,
2006Q1,38,1.7,,,,45,55,,,,,,1.9801980198019802,,
2006Q1,39,1.6,,,10,30,40,20,,,,,3.3333333333333335,,
2006Q1,41,1.6,,,,,,,,,,,1,,
2006Q1,47,1.1,,5,30,50,15,0,,,,,2.73972602739726,,
2006Q1,48,2,,,,,,,,,,,1,,
2006Q1,50,1.6,,,,20,80,,,,,,1.4705882352941178,,
2006Q1,52,1.3,,10,20,40,20,10,,,,,3.8461538461538463,,
2006Q1,54,2.2,,,,10,30,40,20,,,,3.3333333333333335,,
2006Q1,59,1.7,,,,30,60,10,,,,,2.1739130434782608,,
2006Q1,60,2,,,5,15,30,30,15,5,,,4.3478260869565215,,
2006Q1,63,1.8,,,,30,50,20,,,,,2.6315789473684212,,
2006Q1,70,1.7,,,,20,55,25,,,,,2.4691358024691357,,
2006Q1,72,1.2,,,25,50,25,,,,,,2.6666666666666665,,
2006Q1,76,1.1,,,,,,,,,,,1,,
2006Q1,80,1.89,,,,,,,,,,,1,,
2006Q1,82,.9,,,,,,,,,,,1,,
2006Q1,85,1.9,,,5,20,50,20,5,,,,2.985074626865672,,
2006Q1,89,1.8,,,,5,25,40,25,5,,,3.4482758620689653,,
2006Q1,90,1.8,0,0,15,35,40,10,0,0,0,0,3.1746031746031744,,
2006Q1,92,2.3,.53009883,1.20805029,4.25258678,9.87493862,16.97058668,21.58813747,20.3273236,14.16815585,10.35011385,.73000803,6.277533724349908,,
2006Q1,94,1.6,0,0,5,30,40,20,5,0,0,0,3.389830508474576,,
2006Q1,95,1.3,0,0,4,52,36,8,0,0,0,0,2.450980392156863,,
2006Q1,96,1.6,,,5,12,40,33,10,,,,3.3806626098715347,,
2006Q1,97,1.3,,,15,60,20,5,,,,,2.3529411764705883,,
2006Q1,98,1.9,,,,,,,,,,,1,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2006Q2,3,2.3,0,0,0,15,20,20,20,20,5,0,5.405405405405405,,
2006Q2,4,1.9,,,,,55,45,,,,,1.9801980198019802,,
2006Q2,5,1.9,,,10,25,50,10,5,,,,2.985074626865672,,
2006Q2,7,2.1,,,,,,,,,,,1,,
2006Q2,9,1.9,,,,5,50,40,5,,,,2.4096385542168677,,
2006Q2,11,1.9,,,,,,,,,,,1,,
2006Q2,14,1.4,,,20,50,30,,,,,,2.6315789473684212,,
2006Q2,15,1.6,,,10,35,30,15,10,,,,3.9215686274509802,,
2006Q2,16,1.5,4,8,16,18,22,18,9,5,0,0,6.353240152477762,,
2006Q2,19,1.7,,,,,100,,,,,,1.0,,
2006Q2,20,1.8,,,,20,60,20,,,,,2.272727272727273,,
2006Q2,22,1.6,0,0,0,30,55,15,0,0,0,0,2.4096385542168677,,
2006Q2,24,1.1,,,40,50,10,,,,,,2.380952380952381,,
2006Q2,26,1.9,,,10,20,35,25,10,,,,4.081632653061225,,
2006Q2,28,1.7,,,,,,,,,,,1,,
2006Q2,30,1.8,,,,30,50,20,,,,,2.6315789473684212,,
2006Q2,31,1.4,,,,60,40,,,,,,1.9230769230769231,,
2006Q2,33,1.6,,,5,20,50,20,5,,,,2.985074626865672,,
2006Q2,35,1.7,,,,40,60,,,,,,1.9230769230769231,,
2006Q2,36,2.1,,,5,15,30,35,15,,,,3.8461538461538463,,
2006Q2,37,2.2,,,,,30,70,,,,,1.7241379310344827,,
2006Q2,38,1.4,,,,60,40,,,,,,1.9230769230769231,,
2006Q2,39,1.8,,,10,25,30,25,10,,,,4.25531914893617,,
2006Q2,41,1.6,,,,,,,,,,,1,,
2006Q2,42,1.5,,,10,30,40,20,,,,,3.3333333333333335,,
2006Q2,47,1.3,,,,,,,,,,,1,,
2006Q2,49,1.7,,5,15,30,35,10,5,,,,4.0,,
2006Q2,50,1.5,,,,50,50,,,,,,2.0,,
2006Q2,52,1.4,,5,20,40,30,5,,,,,3.389830508474576,,
2006Q2,54,1.8,,,,20,50,30,,,,,2.6315789473684212,,
2006Q2,56,1.9,,,,20,60,20,,,,,2.272727272727273,,
2006Q2,59,1.4,,,5,45,45,5,,,,,2.4390243902439024,,
2006Q2,60,2,,,5,15,30,30,15,5,,,4.3478260869565215,,
2006Q2,61,1.6,,,,30,40,30,,,,,2.9411764705882355,,
2006Q2,63,1.9,,,,30,60,10,,,,,2.1739130434782608,,
2006Q2,68,1.9,1,3,4,17,30,23,7,8,5,2,5.302226935312832,,
2006Q2,70,1.4,,,,55,45,,,,,,1.9801980198019802,,
2006Q2,80,1.99,,,,,,,,,,,1,,
2006Q2,85,1.9,,,5,20,50,20,5,,,,2.985074626865672,,
2006Q2,88,1.5,,,15,30,35,15,5,,,,3.8461538461538463,,
2006Q2,89,1.7,,,,20,40,30,10,,,,3.3333333333333335,,
2006Q2,90,1.8,0,5,10,20,30,30,5,0,0,0,4.25531914893617,,
2006Q2,92,1.6,.4999995,2.72999727,9.7999902,19.37188063,21.84927815,18.23978176,11.27338873,5.15569484,10.34998965,.72999927,6.4498705501092894,,
2006Q2,93,1.4,,,,60,40,,,,,,1.9230769230769231,,
2006Q2,94,1.6,0,0,5,30,40,20,5,0,0,0,3.389830508474576,,
2006Q2,95,1.3,0,0,4,52,36,8,0,0,0,0,2.450980392156863,,
2006Q2,96,1.5,,,5,25,40,25,5,,,,3.4482758620689653,,
2006Q2,97,1.7,,,,20,70,10,,,,,1.8518518518518519,,
2006Q2,99,1.7,,,,15,50,30,5,,,,2.73972602739726,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2006Q3,1,2,,,,15,35,35,15,,,,3.4482758620689653,,
2006Q3,2,2.2,,2,7,14,25,27,16,7,2,,5.230125523012553,,
2006Q3,4,2.2,,,,,35,65,,,,,1.834862385321101,,
2006Q3,5,1.8,,,,10,50,30,10,,,,2.7777777777777777,,
2006Q3,7,2.3,,,,,,,,,,,1,,
2006Q3,10,1.84664539,.01107162,.17954912,2.72533312,15.6691161,35.66395184,32.32999045,11.66385434,1.66253543,.0925902,.00200778,3.691474201216214,,
2006Q3,11,1.8,,,,20,70,10,,,,,1.8518518518518519,,
2006Q3,14,2.2,,,,,30,40,30,,,,2.9411764705882355,,
2006Q3,15,1.7,,,10,20,40,20,10,,,,3.8461538461538463,,
2006Q3,16,1.7,2,10,14,17,20,17,8,7,3,2,7.122507122507122,,
2006Q3,18,2,,,,,,,,,,,1,,
2006Q3,19,1.9,,,,,95,5,,,,,1.1049723756906078,,
2006Q3,20,2.2,,,,,20,80,,,,,1.4705882352941178,,
2006Q3,22,2.1,0,0,0,10,40,50,0,0,0,0,2.380952380952381,,
2006Q3,23,1.7,,5,10,20,30,20,10,5,,,5.128205128205129,,
2006Q3,24,1.6,,,,35,55,10,,,,,2.2988505747126435,,
2006Q3,26,2,,,5,10,35,35,10,5,,,3.7037037037037037,,
2006Q3,29,2.1,0,0,0,0,30,50,20,0,0,0,2.6315789473684212,,
2006Q3,30,1.9,,,,,50,50,,,,,2.0,,
2006Q3,31,1.9,,,,,60,40,,,,,1.9230769230769231,,
2006Q3,32,2.3,,,2,10,28,35,20,5,,,3.940110323089047,,
2006Q3,33,2,,,,,50,50,,,,,2.0,,
2006Q3,35,1.9,,,,,70,30,,,,,1.7241379310344827,,
2006Q3,36,2.5,,,,,20,35,35,10,,,3.389830508474576,,
2006Q3,37,1.9,,,,,55,45,,,,,1.9801980198019802,,
2006Q3,38,1.7,,,,10,80,10,,,,,1.5151515151515151,,
2006Q3,39,2.1,,,,10,25,40,20,5,,,3.6363636363636362,,
2006Q3,41,1.8,,,,,,,,,,,1,,
2006Q3,42,1.7,,,,25,50,25,,,,,2.6666666666666665,,
2006Q3,47,1.7,,,,,,,,,,,1,,
2006Q3,50,1.8,,,,,50,50,,,,,2.0,,
2006Q3,52,2,,,,,45,45,10,,,,2.4096385542168677,,
2006Q3,54,2,,,,10,40,40,10,,,,2.9411764705882355,,
2006Q3,56,1.9,,,,20,60,20,,,,,2.272727272727273,,
2006Q3,59,1.7,,,,5,55,35,5,,,,2.3255813953488373,,
2006Q3,60,2.1,,,,10,30,40,15,5,,,3.508771929824561,,
2006Q3,61,2.2,,,,10,40,30,20,,,,3.3333333333333335,,
2006Q3,63,1.6,,,,40,50,10,,,,,2.380952380952381,,
2006Q3,68,1.9,1,3,4,17,30,23,7,8,5,2,5.302226935312832,,
2006Q3,70,1.9,,,,,60,40,,,,,1.9230769230769231,,
2006Q3,76,1.2,,,,,,,,,,,1,,
2006Q3,80,1.7676,,,,,,,,,,,1,,
2006Q3,82,1.8,,,,,,,,,,,1,,
2006Q3,84,1.8,0,1,5,12,38,35,8,1,0,0,3.4435261707988976,,
2006Q3,85,1.9,,,,10,50,30,10,,,,2.7777777777777777,,
2006Q3,88,1.5,,,5,15,35,30,10,5,,,4.0,,
2006Q3,89,1.8,,,,20,50,30,,,,,2.6315789473684212,,
2006Q3,90,1.8,0,0,5,20,40,25,10,0,0,0,3.6363636363636362,,
2006Q3,91,2,.35,2.45859,7.3091,14.168,20.3271,21.5879,16.9704,9.8748,4.2526,2.70151,6.449783384060267,,
2006Q3,93,1.8,,,,,75,25,,,,,1.6,,
2006Q3,94,1.9,0,0,5,30,40,20,5,0,0,0,3.389830508474576,,
2006Q3,95,2,0,0,2,7,34,45,10,2,0,0,2.9958058717795084,,
2006Q3,96,1.8,,,2,15,58,20,5,,,,2.4888003982080638,,
2006Q3,97,1.9,,,,10,50,40,,,,,2.380952380952381,,
2006Q3,99,2.1,,,,,30,50,20,,,,2.6315789473684212,,
2006Q3,100,2.1,,,.5,6,30,37,20,6,.5,,3.6476381542950937,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2006Q4,1,2.1,,,,15,35,35,15,,,,3.4482758620689653,,
2006Q4,2,2.3,,,5,14,26,30,16,7,2,,4.748338081671416,,
2006Q4,3,2,,,,,30,60,10,,,,2.1739130434782608,,
2006Q4,4,2.5,,,,,20,40,40,,,,2.7777777777777777,,
2006Q4,5,2,,,,15,20,50,15,,,,2.985074626865672,,
2006Q4,7,2.6,,,,,,,,,,,1,,
2006Q4,9,2.4,,,,,20,50,30,,,,2.6315789473684212,,
2006Q4,10,2.59929602692741,.0000436480642407311,.00186338588745727,.1,2.1,15.1,34.3,33.2,13.8981,1.2,.1,3.695809472350268,,
2006Q4,11,2.4,,,,10,10,60,20,,,,2.380952380952381,,
2006Q4,14,2.4,,,,,10,60,30,,,,2.1739130434782608,,
2006Q4,15,1.7,,,10,20,40,20,10,,,,3.8461538461538463,,
2006Q4,16,1.7,2,10,14,17,20,17,8,7,3,2,7.122507122507122,,
2006Q4,18,2.25,,,,,,,,,,,1,,
2006Q4,20,2,,,,,45,55,,,,,1.9801980198019802,,
2006Q4,22,2.3,0,0,0,0,15,60,25,0,0,0,2.247191011235955,,
2006Q4,23,2.2,,1,5,15,25,34,15,5,,,4.382120946538125,,
2006Q4,24,2.1,,,,10,20,50,20,,,,2.9411764705882355,,
2006Q4,26,2.6,,,,5,10,30,40,10,5,,3.6363636363636362,,
2006Q4,28,2.5,,,,5,10,25,35,20,5,,4.166666666666667,,
2006Q4,29,2.3,,,,,5,80,15,,,,1.5037593984962405,,
2006Q4,31,2.4,,,,,5,70,25,,,,1.8018018018018018,,
2006Q4,33,2.2,,,,,10,80,10,,,,1.5151515151515151,,
2006Q4,35,2,,,,,40,60,,,,,1.9230769230769231,,
2006Q4,36,2.4,,,,,20,35,35,10,,,3.389830508474576,,
2006Q4,37,2.2,,,,,40,60,,,,,1.9230769230769231,,
2006Q4,38,2.1,,,,,10,80,10,,,,1.5151515151515151,,
2006Q4,39,2.3,,,,5,25,35,25,10,,,3.8461538461538463,,
2006Q4,41,1.9,,,,,,,,,,,1,,
2006Q4,42,2,,,,10,35,45,10,,,,2.898550724637681,,
2006Q4,47,2.3,0,1,5,10,25,29,20,7,3,0,4.878048780487805,,
2006Q4,50,2.1,,,,,25,75,,,,,1.6,,
2006Q4,54,2.2,,,,,40,60,,,,,1.9230769230769231,,
2006Q4,56,2.1,,,,,20,60,20,,,,2.272727272727273,,
2006Q4,59,2.2,,,,,15,70,15,,,,1.8691588785046729,,
2006Q4,60,2.5,,,,,15,40,40,5,,,2.898550724637681,,
2006Q4,61,2.4,,,,5,40,40,15,,,,2.898550724637681,,
2006Q4,63,2.1,,,,10,40,50,,,,,2.380952380952381,,
2006Q4,68,2.3,1.0752688172043,3.2258064516129,4.3010752688172,10.752688172043,24.7311827956989,32.258064516129,7.52688172043011,8.60215053763441,5.37634408602151,2.1505376344086,5.0966411314083775,,
2006Q4,70,2.1,,,,,35,65,,,,,1.834862385321101,,
2006Q4,72,2.2,,,,,,,,,,,1,,
2006Q4,76,1.8,,,,,,,,,,,1,,
2006Q4,80,2.3585,,,,,,,,,,,1,,
2006Q4,82,1.9,,,,,,,,,,,1,,
2006Q4,85,2.2,,,,10,30,50,10,,,,2.7777777777777777,,
2006Q4,88,2.3,,,,10,25,30,25,10,,,4.25531914893617,,
2006Q4,89,1.9,,,,20,50,30,,,,,2.6315789473684212,,
2006Q4,90,2,0,0,0,10,35,40,10,5,0,0,3.278688524590164,,
2006Q4,91,2.1,0,0,0,15,25,45,15,0,0,0,3.225806451612903,,
2006Q4,92,2.1,9.12109,5.18501,8.8615,11.2901,12.8844,13.1718,12.0609,9.8929,7.2686,10.2637,9.459967418127633,,
2006Q4,93,1.8,,,,,75,25,,,,,1.6,,
2006Q4,94,2,0,2,3,12,30,40,7,5,1,0,3.660322108345534,,
2006Q4,95,2.3,0,0,0,6,32,50,10,2,0,0,2.7292576419213974,,
2006Q4,96,1.9,,,,15,40,25,15,5,,,3.7037037037037037,,
2006Q4,97,2.1,,,,,20,60,20,,,,2.272727272727273,,
2006Q4,100,2.5,,,,5,15,30,40,10,,,3.508771929824561,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2007Q1,4,2.1,,,,5,40,50,5,,,,2.4096385542168677,,
2007Q1,5,2,,,,15,20,50,15,,,,2.985074626865672,,
2007Q1,9,1.7,,,,20,50,30,,,,,2.6315789473684212,,
2007Q1,10,2.44729914678231,.0000560065396512456,.00230050810967914,.159264286859022,2.16425767909665,14.5760961711335,34.2031144676545,33.6916713975414,12.9221106679277,2.15696067963834,.124168135499522,3.712224546821535,,
2007Q1,11,2.1,,,,,20,60,20,,,,2.272727272727273,,
2007Q1,15,1.75,,,10,25,30,25,5,5,,,4.3478260869565215,,
2007Q1,16,1.7,2,5,10,18,22,18,17,5,2,1,6.329113924050633,,
2007Q1,20,2.2,,,,,20,60,20,,,,2.272727272727273,,
2007Q1,22,2,0,0,0,0,40,60,,,,,1.9230769230769231,,
2007Q1,23,2.2,,1,5,15,25,34,15,5,,,4.382120946538125,,
2007Q1,24,1.9,,,,10,45,35,10,,,,2.898550724637681,,
2007Q1,26,2.3,,,5,10,15,40,15,10,5,,4.3478260869565215,,
2007Q1,28,2.1,3,7,10,15,25,30,10,,,,4.9800796812749,,
2007Q1,29,2.1,,,,,45,55,,,,,1.9801980198019802,,
2007Q1,30,2.3,,,,,30,70,,,,,1.7241379310344827,,
2007Q1,31,2.1,,,,,35,65,,,,,1.834862385321101,,
2007Q1,33,1.8,,,,20,60,20,,,,,2.272727272727273,,
2007Q1,35,1.8,,,,,65,35,,,,,1.834862385321101,,
2007Q1,37,2.1,,,,,10,80,10,,,,1.5151515151515151,,
2007Q1,38,1.8,,,,10,80,10,,,,,1.5151515151515151,,
2007Q1,39,2.3,,,,5,20,40,30,5,,,3.389830508474576,,
2007Q1,41,2,,,,,,,,,,,1,,
2007Q1,47,1.9,0,0,0,12,60,28,,,,,2.208480565371025,,
2007Q1,54,1.7,,,,30,40,30,,,,,2.9411764705882355,,
2007Q1,56,2.2,,,,,30,60,10,,,,2.1739130434782608,,
2007Q1,59,1.6,,,,,,,,,,,1,,
2007Q1,60,2.5,,,,,20,35,30,15,,,3.6363636363636362,,
2007Q1,61,2.3,,,,0,30,50,20,,,,2.6315789473684212,,
2007Q1,63,1.3,,,20,60,20,,,,,,2.272727272727273,,
2007Q1,65,1.6,,,,40,60,,,,,,1.9230769230769231,,
2007Q1,70,1.9,,,,,60,40,,,,,1.9230769230769231,,
2007Q1,76,1.5,,,,,,,,,,,1,,
2007Q1,80,2.0932,,,,,,,,,,,1,,
2007Q1,82,1.5,,,15,45,30,10,,,,,3.076923076923077,,
2007Q1,85,2.4,,,5,10,25,45,10,5,,,3.4482758620689653,,
2007Q1,89,2.1,,,,20,30,50,,,,,2.6315789473684212,,
2007Q1,91,2.2,0,0,0,15,25,45,15,0,0,0,3.225806451612903,,
2007Q1,92,2,9.12109,5.18501,8.8615,11.2901,12.8844,13.1718,12.0609,9.8929,7.2686,10.2637,9.459967418127633,,
2007Q1,93,1.7,,,,,95,5,,,,,1.1049723756906078,,
2007Q1,94,2,,,,10,35,45,10,,,,2.898550724637681,,
2007Q1,95,2.2,0,0,0,3,21,56,20,0,0,0,2.508780732563974,,
2007Q1,96,2.2,,,,15,30,45,10,,,,3.076923076923077,,
2007Q1,97,2.3,,,,,20,65,15,,,,2.0618556701030926,,
2007Q1,99,2,,,,5,40,45,5,5,,,2.7027027027027026,,
2007Q1,100,1.9,,,,10,55,30,5,,,,2.4691358024691357,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2007Q2,1,2.1,,,2,13,35,35,13,2,,,3.57653791130186,,
2007Q2,2,2.5,,,,10,24,20,35,8,3,,4.212299915754002,,
2007Q2,3,2.2,,,,,25,50,25,,,,2.6666666666666665,,
2007Q2,4,1.9,,,,,50,50,,,,,2.0,,
2007Q2,5,2,,,,20,30,40,10,,,,3.3333333333333335,,
2007Q2,7,2.3,,,,,,,,,,,1,,
2007Q2,9,2.1,,,,5,20,50,20,5,,,2.985074626865672,,
2007Q2,10,2.00290457022939,.00309173338164381,.0642562961783111,1.30251551478393,10.0246971898524,30.4524419637546,36.7987874455289,17.7150795796652,3.37897549380332,.252746025939821,.00740875711185973,3.69139539761406,,
2007Q2,11,2.1,,,,,10,65,25,,,,2.0202020202020203,,
2007Q2,15,2.25,,,5,25,15,35,15,5,,,4.25531914893617,,
2007Q2,16,1.7,2,5,10,18,22,18,17,5,2,1,6.329113924050633,,
2007Q2,18,2.25,,,,,,,,,,,1,,
2007Q2,19,1.5,,,,50,50,,,,,,2.0,,
2007Q2,20,2,,,,5,40,40,15,,,,2.898550724637681,,
2007Q2,22,1.9,0,0,0,10,65,25,,,,,2.0202020202020203,,
2007Q2,23,1.8,,1,5,19,30,25,15,5,,,4.6253469010175765,,
2007Q2,24,1.4,,,10,50,30,10,,,,,2.7777777777777777,,
2007Q2,26,2.2,,,5,10,15,40,15,10,5,,4.3478260869565215,,
2007Q2,30,2,,,,,50,50,,,,,2.0,,
2007Q2,32,2,,,3,15,30,30,17,5,,,4.258943781942079,,
2007Q2,33,2.6,,,,,,20,80,,,,1.4705882352941178,,
2007Q2,36,2.7,,,,,5,40,50,5,,,2.4096385542168677,,
2007Q2,37,2.1,,,,,20,80,,,,,1.4705882352941178,,
2007Q2,38,1.7,,,,20,60,20,,,,,2.272727272727273,,
2007Q2,39,2.2,,,5,10,20,30,20,10,5,,5.128205128205129,,
2007Q2,41,2.1,,,,,,,,,,,1,,
2007Q2,47,1.5,0,0,8,25,35,17,10,5,0,0,4.29553264604811,,
2007Q2,48,2.1,,,,,,,,,,,1,,
2007Q2,52,1.8,,,,10,80,10,,,,,1.5151515151515151,,
2007Q2,54,1.7,,,,40,40,20,,,,,2.7777777777777777,,
2007Q2,56,1.9,,,,5,60,35,,,,,2.0618556701030926,,
2007Q2,59,1.8,,,,,,,,,,,1,,
2007Q2,60,2.2,,,,5,30,50,10,5,,,2.816901408450704,,
2007Q2,61,2.3,,,,0,30,50,20,,,,2.6315789473684212,,
2007Q2,63,2.1,,,,5,30,60,5,,,,2.197802197802198,,
2007Q2,68,2,1,3,4,10,25,30,12,8,5,2,5.296610169491526,,
2007Q2,70,1.9,,,,,65,35,,,,,1.834862385321101,,
2007Q2,72,2.19,,,,,,,,,,,1,,
2007Q2,76,1.6,,,,,,,,,,,1,,
2007Q2,80,1.9,,,,,,,,,,,1,,
2007Q2,82,1.6,,,,20,60,20,,,,,2.272727272727273,,
2007Q2,85,2.1,,,,15,20,50,10,5,,,3.076923076923077,,
2007Q2,88,1.9,,,5,15,35,25,15,5,,,4.25531914893617,,
2007Q2,89,1.8,,,,20,50,30,,,,,2.6315789473684212,,
2007Q2,91,2.4,0,0,0,15,25,45,15,0,0,0,3.225806451612903,,
2007Q2,92,2.1,2.8125,3.2993,7.6538,12.4612,16.5592,17.9611,15.9001,11.4889,6.77570000000001,5.0882,7.775603501373732,,
2007Q2,93,2,,,,,50,50,,,,,2.0,,
2007Q2,94,2.3,,,,7.5,30,50,12.5,,,,2.7681660899653977,,
2007Q2,95,2,0,0,0,5,29,45,19,2,0,0,3.071253071253071,,
2007Q2,96,2.2,,,,5,35,45,15,,,,2.857142857142857,,
2007Q2,97,2.1,0,0,5,14,25,35,15,5,1,0,4.306632213608958,,
2007Q2,98,1.9,,,,20,30,30,20,,,,3.8461538461538463,,
2007Q2,99,2,,,,5,40,45,5,5,,,2.7027027027027026,,
2007Q2,100,2.1,,,,5,20,60,10,5,,,2.4096385542168677,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2007Q3,1,1.9,,,2,13,37,33,13,2,,,3.5663338088445076,,
2007Q3,2,2.5,,,,4,18,29,33,12,4,,4.115226337448559,,
2007Q3,3,2.1,,,,10,30,50,10,,,,2.7777777777777777,,
2007Q3,4,2.3,,,,,20,60,20,,,,2.272727272727273,,
2007Q3,5,1.8,,,,20,50,20,10,,,,2.9411764705882355,,
2007Q3,7,2,,,,,,,,,,,1,,
2007Q3,10,2.4,.0822147202949597,.364418628293883,2.1243680217647,7.4335990786575,16.9355738969094,25.1351303166752,24.3087264467936,15.3190996557941,6.28860416541075,2.00826506940582,5.4122277353284005,,
2007Q3,11,1.9,,,,,50,45,5,,,,2.197802197802198,,
2007Q3,14,2.5,,,,,,50,50,,,,2.0,,
2007Q3,15,2.25,,,5,25,15,35,15,5,,,4.25531914893617,,
2007Q3,16,1.8,0,1,2,10,33,29,19,5,1,0,4.1288191577208915,,
2007Q3,18,2.5,,,,,,,,,,,1,,
2007Q3,19,1.9,,,,,70,30,,,,,1.7241379310344827,,
2007Q3,20,2.3,,,,,20,50,30,,,,2.6315789473684212,,
2007Q3,22,1.8,0,0,0,0,55,45,,,,,1.9801980198019802,,
2007Q3,23,1.6,,1,5,19,30,25,15,5,,,4.6253469010175765,,
2007Q3,24,1.7,,,,25,45,30,,,,,2.816901408450704,,
2007Q3,26,2.2,,,5,10,15,40,15,10,5,,4.3478260869565215,,
2007Q3,28,2,3,5,7,10,20,30,15,5,3,2,5.727376861397481,,
2007Q3,30,2.2,,,,,10,70,20,,,,1.8518518518518519,,
2007Q3,31,2,0,0,0,12.5,30,40,15,2.5,0,0,3.463203463203463,,
2007Q3,32,2.4,,,2,15,25,35,18,5,,,4.118616144975288,,
2007Q3,33,2.2,,,,,15,80,5,,,,1.5037593984962405,,
2007Q3,36,2.7,,,,,5,40,50,5,,,2.4096385542168677,,
2007Q3,37,2.1,,,,,20,70,10,,,,1.8518518518518519,,
2007Q3,38,2,,,,5,40,45,10,,,,2.6666666666666665,,
2007Q3,39,2.2,,,,10,20,55,10,5,,,2.73972602739726,,
2007Q3,42,2,,,,,25,50,25,,,,2.6666666666666665,,
2007Q3,47,1.4,0,4,10,30,24,14,8,6,4,0,5.2521008403361344,,
2007Q3,48,2.1,,,,,,,,,,,1,,
2007Q3,52,1.6,,,,20,70,10,,,,,1.8518518518518519,,
