TARGET_PERIOD,FCT_SOURCE,8,T9_0,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,Volatility,
2019Feb,99,8.1,,,,,,,,,,,,,,,,,,,,,,1
2019Feb,101,7.6,,,,,,,,,,,,,,,,,,,,,,1
2019Feb,107,8.096263455,.0131542547,.1265419225,1.0618756269,5.1775296849,15.0743183297,26.2393046825,27.3251591458,17.0251536515,6.342825654,1.4113617892,.1872713505,.0147903629,.0006939211,.0000193029,.0000003178,.0000000031,0,0,0,0,0,4.944459844079094
2019Feb,108,8.432502,,,,,.41,14.44,35.08,36.55,13.45,.07,,,,,,,,,,,,3.3828377814267325
2019Feb,110,8,,,,,,,,,,,,,,,,,,,,,,1
2019Feb,112,7.8,,,5,10,20,30,20,10,5,,,,,,,,,,,,,5.128205128205129
2019Feb,113,7.8,0,0,1,7,18,35,23,12,3,1,0,0,0,0,0,0,0,0,0,0,0,4.382120946538124
2019Feb,116,8.1,0,0,0,0,7.5,25,35,25,7.5,0,0,0,0,0,0,0,0,0,0,0,0,3.864734299516908
2019Feb,118,8,,,,,,,,,,,,,,,,,,,,,,1
""
TARGET_PERIOD,FCT_SOURCE,21,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2019May,2,7.8,0,0,0,0,10,70,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9230769230769231
2019May,4,8.1,,,,,5,25,35,15,10,5,2.5,2.5,,,,,,,,,,4.4692737430167595
2019May,6,7.8,,,,,10,60,30,,,,,,,,,,,,,,,2.1739130434782608
2019May,10,7.6,,,,,5,60,25,10,,,,,,,,,,,,,,2.2988505747126435
2019May,14,8,0,0,0,2,13,36,35,12,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5186488388458828
2019May,15,8.1,,,,,15,25,30,25,5,,,,,,,,,,,,,4.166666666666667
2019May,16,7.9,2,5,7,10,14,20,17,10,7,5,2,1,0,0,0,0,0,0,0,0,0,8.051529790660226
2019May,20,7.9,,,,,10,50,35,5,,,,,,,,,,,,,,2.5974025974025974
2019May,22,7.8,,,,,20,45,25,10,,,,,,,,,,,,,,3.1746031746031744
2019May,23,7.6,,,,,10,39,35,15,1,,,,,,,,,,,,,3.255208333333333
2019May,24,7.8542466649,,2,3,10,20,20,18,12,10,3,2,,,,,,,,,,,6.693440428380188
2019May,26,7.5,,,,5,40,40,10,5,,,,,,,,,,,,,,2.985074626865672
2019May,29,8.2,,,,,,10,40,30,20,,,,,,,,,,,,,3.3333333333333335
2019May,30,7.9,,,,,,,,,,,,,,,,,,,,,,1
2019May,32,7.9,,,,,,,,,,,,,,,,,,,,,,1
2019May,33,8.1,,,,,,,,,,,,,,,,,,,,,,1
2019May,37,8,,,,,1,42,55,2,,,,,,,,,,,,,,2.0859407592824364
2019May,39,8.2,,,,,2,20,45,28,5,,,,,,,,,,,,,3.088326127239037
2019May,48,8.1,,,,,,,,,,,,,,,,,,,,,,1
2019May,49,8,,,,,,,,,,,,,,,,,,,,,,1
2019May,52,7.8,0,0,0,4,20,36,27,9,3,1,0,0,0,0,0,0,0,0,0,0,0,3.949447077409163
2019May,54,7.9,,,,,,10,80,10,,,,,,,,,,,,,,1.5151515151515151
2019May,56,8.5,,,,,,10,40,40,10,,,,,,,,,,,,,2.9411764705882355
2019May,61,7.8,,,,,5,50,35,10,,,,,,,,,,,,,,2.5974025974025974
2019May,82,8.1,,,,,,,,,,,,,,,,,,,,,,1
2019May,85,7.8659394529,0,0,.0000002263,.0055825702,3.1122033431,52.3007226401,42.9485073041,1.6312187183,.0017651557,.0000000422,0,0,0,0,0,0,0,0,0,0,0,2.177564446614267
2019May,88,7.9,,,,,,,,,,,,,,,,,,,,,,1
2019May,89,7.8,,,,2.5,25,34,24,10,3,1,.5,,,,,,,,,,,4.042854255104103
2019May,91,8,0,0,0,0,10,32.5,37.5,17.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3.4782608695652173
2019May,93,7.8,,,,,2.5,50,45,2.5,,,,,,,,,,,,,,2.203856749311295
2019May,94,8.0715,.5,1.5,2,5,8,25,36,9,6,3,2,1.5,.5,,,,,,,,,4.653327128897161
2019May,95,8.0105764126,5.2246135799,5.320229983,5.5088429053,8.4134007086,11.4827064576,13.4061972802,14.0920167948,10.8097801554,8.5548775047,5.9390348343,4.7788992925,2.6129835197,1.6688950696,1.0582390117,.6004592801,.3048796326,.1385218621,.0563187864,.020489592,.0066705001,.0019432494,10.796173648739043
2019May,96,8,,,2,5,15,25,30,15,5,3,,,,,,,,,,,,4.906771344455349
2019May,98,8.1,,,,,,35,45,20,,,,,,,,,,,,,,2.73972602739726
2019May,101,7.7,,,,,,,,,,,,,,,,,,,,,,1
2019May,102,7.7,,,,,,,,,,,,,,,,,,,,,,1
2019May,107,7.7083305055,.0014057696,.0412794699,.8078148408,6.668158795,23.6902404589,36.455662161,24.358375448,7.0506609948,.8786028319,.04673726,.0010519908,.00000994,.0000000392,.0000000001,0,0,0,0,0,0,0,3.877204569514491
2019May,108,8.050656,,,,,8.85,30.58,41.09,18.65,.83,,,,,,,,,,,,,3.2783032970814183
2019May,112,7.8,,,5,10,20,30,20,10,5,,,,,,,,,,,,,5.128205128205129
2019May,116,8.4,0,0,0,0,5,5,55,30,5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
""
TARGET_PERIOD,FCT_SOURCE,21,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2019Aug,1,8,,,,1,4,25,45,20,4,1,,,,,,,,,,,,3.242542153047989
2019Aug,2,7.6,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4705882352941178
2019Aug,4,7.8,,,,,25,40,30,5,,,,,,,,,,,,,,3.1746031746031744
2019Aug,5,8.0375,,,,,5,35,50,7.5,2.5,,,,,,,,,,,,,2.622950819672131
2019Aug,6,7.8,,,,,10,60,30,,,,,,,,,,,,,,,2.1739130434782608
2019Aug,15,8,,,,,15,30,35,15,5,,,,,,,,,,,,,3.8461538461538463
2019Aug,16,7.8,2,5,7,10,14,20,17,10,7,5,2,1,0,0,0,0,0,0,0,0,0,8.051529790660226
2019Aug,20,7.7,,,,,25,50,20,5,,,,,,,,,,,,,,2.816901408450704
2019Aug,22,7.8,,,,,20,45,25,10,,,,,,,,,,,,,,3.1746031746031744
2019Aug,23,7.5,,,,,10,39,35,15,1,,,,,,,,,,,,,3.255208333333333
2019Aug,24,7.5425858972,2,3,8,12,22,20,14,11,4,3,1,,,,,,,,,,,6.906077348066297
2019Aug,26,7.4,,,5,10,45,25,10,5,,,,,,,,,,,,,,3.4482758620689653
2019Aug,29,8,,,,,,20,50,20,10,,,,,,,,,,,,,2.9411764705882355
2019Aug,30,7.9,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,32,7.7,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,33,7.8,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,36,7.5,,,,10,20,50,20,,,,,,,,,,,,,,,2.9411764705882355
2019Aug,37,7.8,,,,,1,58,40,1,,,,,,,,,,,,,,2.0136931131695532
2019Aug,39,7.9,,,,,15,40,30,15,,,,,,,,,,,,,,3.389830508474576
2019Aug,47,7.9,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,48,7.8,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,49,8.4,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,56,7.8,,,,,,10,80,10,,,,,,,,,,,,,,1.5151515151515151
2019Aug,61,7.6,,,,,15,40,35,10,,,,,,,,,,,,,,3.1746031746031744
2019Aug,68,7.7,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,82,7.9,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,85,7.7798232642,0,0,.0000000432,.0046085459,4.5649605418,65.7674645892,29.3707062052,.2922280457,.000032029,0,0,0,0,0,0,0,0,0,0,0,0,1.9197829945976013
2019Aug,88,7.9,1.67270669,3.4732707823,6.2313721272,9.6596539604,12.9383033339,14.9738802948,20.0000000001,12.9383033339,9.6596539604,6.452855517,1,1,0,0,0,0,0,0,0,0,0,8.045277488213532
2019Aug,89,7.7,,,,2.5,25,34,24,10,3,1,.5,,,,,,,,,,,4.042854255104103
2019Aug,93,7.7,,,,2.5,15,60,22.5,,,,,,,,,,,,,,,2.3054755043227666
2019Aug,94,7.8,2,4,6.5,9,18,26,10,7,5,4,3,2.5,1.5,1,.5,,,,,,,7.396449704142011
2019Aug,95,7.685693861,7.4752585504,8.801874512,8.9825674846,10.5301469313,12.235556476,12.8432644295,8.5602278891,7.8858430659,6.9606394309,5.4426489181,4.3312280412,2.2562601424,1.5988173407,1.0138030325,.5752456981,.2920775861,.1327052607,.0539539327,.0196292239,.0063904025,.0018616514,11.35087101125572
2019Aug,96,8,,,2,5,15,25,30,15,5,3,,,,,,,,,,,,4.906771344455349
2019Aug,98,8,,,,,5,35,35,20,5,,,,,,,,,,,,,3.4482758620689653
2019Aug,101,7.6,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,108,8.168079,,,,,,15,47,38,,,,,,,,,,,,,,2.5786487880350695
2019Aug,110,8,.0049009432,.0535766329,.4117828305,2.1021503459,7.1336865552,16.1030422862,24.1908604061,24.190860406,16.1030422862,7.1336865552,2.1021503459,.4117828305,.0535766329,.004625856,.000264792,.0000100392,.0000002519,.0000000042,0,0,0,5.555637801835847
2019Aug,112,7.8,,,5,10,20,30,20,10,5,,,,,,,,,,,,,5.128205128205129
2019Aug,114,8,,,,,,,,,,,,,,,,,,,,,,1
2019Aug,116,7.9,0,0,0,0,5,40,40,10,5,0,0,0,0,0,0,0,0,0,0,0,0,2.985074626865672
2019Aug,118,8.1,,,,,,,,,,,,,,,,,,,,,,1
""
TARGET_PERIOD,FCT_SOURCE,21,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2019Nov,1,7.7,,,1,3,15,40,25,10,5,1,,,,,,,,,,,,3.866976024748646
2019Nov,2,8.1,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019Nov,4,7.6,,,,,20,50,15,10,5,,,,,,,,,,,,,3.076923076923077
2019Nov,5,7.8,,,,,10,70,15,5,,,,,,,,,,,,,,1.9047619047619047
2019Nov,6,7.5,,,,,20,60,20,,,,,,,,,,,,,,,2.272727272727273
2019Nov,10,8,,,,,,10,60,30,,,,,,,,,,,,,,2.1739130434782608
2019Nov,14,7.8,0,0,0,5,26,42,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3624747814391394
2019Nov,15,7.7,,,,10,20,35,25,10,,,,,,,,,,,,,,4.081632653061225
2019Nov,16,7.4,3,7,10,14,19,17,11,7,5,3,2,1,1,0,0,0,0,0,0,0,0,8.237232289950578
2019Nov,20,7.6,,,,,20,50,25,5,,,,,,,,,,,,,,2.816901408450704
2019Nov,22,7.5,,,,,35,50,15,,,,,,,,,,,,,,,2.5316455696202533
2019Nov,23,7.6,,,,9,25,31,24,10,1,,,,,,,,,,,,,4.266211604095563
2019Nov,24,7.6,2,3,8,12,22,20,14,11,4,3,1,,,,,,,,,,,6.906077348066297
2019Nov,26,7.3,,,5,15,45,20,10,5,,,,,,,,,,,,,,3.5714285714285716
2019Nov,32,7.6,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,33,8,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,36,7.8,,,,15,25,40,15,5,,,,,,,,,,,,,,3.7037037037037037
2019Nov,37,7.8,,,,,1,58,40,1,,,,,,,,,,,,,,2.0136931131695532
2019Nov,39,7.7,,,,5,20,45,25,5,,,,,,,,,,,,,,3.225806451612903
2019Nov,47,7.6,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,48,7.7,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,52,7.7,1,7,23,34,23,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.291845493562231
2019Nov,56,7.7,,,,,10,80,10,,,,,,,,,,,,,,,1.5151515151515151
2019Nov,61,7.5,,,,,30,35,30,5,,,,,,,,,,,,,,3.278688524590164
2019Nov,68,7.65,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,82,7.8,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,85,7.6350792136,0,.000000014,.0003541058,.3755099645,19.2563022812,63.5991958872,16.4981212077,.2703050018,.0002115309,.0000000069,0,0,0,0,0,0,0,0,0,0,0,2.133076239683697
2019Nov,88,7.6,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,89,7.7,,,,2.5,25,34,24,10,3,1,.5,,,,,,,,,,,4.042854255104103
2019Nov,91,7.6,0,0,0,2.5,25,40,30,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.187250996015936
2019Nov,93,7.5,,,,2.5,47.5,47.5,2.5,,,,,,,,,,,,,,,2.2099447513812156
2019Nov,95,7.685693861,7.4752585504,8.801874512,8.9825674846,10.5301469313,12.235556476,12.8432644295,8.5602278891,7.8858430659,6.9606394309,5.4426489181,4.3312280412,2.2562601424,1.5988173407,1.0138030325,.5752456981,.2920775861,.1327052607,.0539539327,.0196292239,.0063904025,.0018616514,11.35087101125572
2019Nov,96,7.5,,2,5,15,25,35,10,5,3,,,,,,,,,,,,,4.468275245755139
2019Nov,97,7.8,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,98,7.7,,,,,,50,50,,,,,,,,,,,,,,,2.0
2019Nov,101,7.4,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,107,7.7077,.0145412546,.1812987622,1.7542305448,8.7330401979,22.9336819836,31.8395145297,23.3878755684,9.0828022133,1.8608675365,.2004914141,.011317406,.0003334389,.0000051092,.0000000406,.0000000002,0,0,0,0,0,0,4.440343493094523
2019Nov,108,7.80032,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,110,8.1,.0027137909,.0328268286,.2769859122,1.5486345421,5.7421132504,14.1297862447,23.0870838698,25.0554848697,18.061714442,8.6466830761,2.7477889635,.5792698789,.0809458053,.0074908242,.0004586364,.0000185604,.000000496,.0000000087,.0000000001,0,0,5.540863875557872
2019Nov,112,7.8,,,5,10,20,30,20,10,5,,,,,,,,,,,,,5.128205128205129
2019Nov,114,7.9,,,,,,,,,,,,,,,,,,,,,,1
2019Nov,116,7.3,0,0,0,0,25,35,20,10,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,4.1450777202072535
2019Nov,127,7.5,.7831377593,3.1746896041,8.1380443737,14.7784530091,20.1996550426,20.782241635,16.0944744457,9.3815523597,4.1156603121,1.3586335014,.3374227446,.0630304129,.0088534171,.0009348202,.0000741766,.0000044217,.000000198,.0000000067,.0000000002,0,.7831377593,6.658625631652273
2019Nov,128,7.7,,,,3,15,40,25,10,5,1,1,,,,,,,,,,,3.866976024748646
""
TARGET_PERIOD,FCT_SOURCE,21,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2020Feb,1,7.6,,,1,3,15,38,22,12,6,2,1,,,,,,,,,,,4.258943781942079
2020Feb,2,8,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2020Feb,4,7.5,,,,,35,35,15,10,5,,,,,,,,,,,,,3.5714285714285716
2020Feb,6,7.6,,,,,20,60,20,,,,,,,,,,,,,,,2.272727272727273
2020Feb,14,7.4,0,0,2,16,39,32,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.441156228492773
2020Feb,15,7.8,,,,5,20,40,30,5,,,,,,,,,,,,,,3.389830508474576
2020Feb,16,7.3,3,7,10,14,19,17,11,7,5,3,2,1,1,0,0,0,0,0,0,0,0,8.237232289950578
2020Feb,20,7.6,,,,,20,50,25,5,,,,,,,,,,,,,,2.816901408450704
2020Feb,22,7.6,,,,,35,45,20,,,,,,,,,,,,,,,2.73972602739726
2020Feb,23,7.6,,,,2,27,41,25,5,,,,,,,,,,,,,,3.2637075718015667
2020Feb,24,7.5541902898,2,3,8,12,22,20,14,11,4,3,1,,,,,,,,,,,6.906077348066297
2020Feb,26,7.5,,,,15,40,25,15,5,,,,,,,,,,,,,,3.7037037037037037
2020Feb,33,7.7,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,36,7.7,,,,10,35,35,15,5,,,,,,,,,,,,,,3.5714285714285716
2020Feb,37,7.6,,,,,5,70,25,,,,,,,,,,,,,,,1.8018018018018018
2020Feb,39,7.7,,,,5,20,40,30,5,,,,,,,,,,,,,,3.389830508474576
2020Feb,47,7.6,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,48,7.9,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,49,7.9,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,52,7.7,1,7,23,34,23,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.291845493562231
2020Feb,56,7.6,,,,,10,80,10,,,,,,,,,,,,,,,1.5151515151515151
2020Feb,63,7.1,,,,5,60,30,5,,,,,,,,,,,,,,,2.197802197802198
2020Feb,68,7.65,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,82,7.7,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,85,7.7021373317,.0000000024,.0000130941,.0099325783,1.0858531943,18.3042157623,52.0072439119,26.2845558481,2.2771575386,.0309666609,.0000613921,.000000017,0,0,0,0,0,0,0,0,0,0,2.675913774568812
2020Feb,88,7.5,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,89,7.7,,,,2.5,25,34,24,10,3,1,.5,,,,,,,,,,,4.042854255104103
2020Feb,91,7.9,0,0,0,0,22.5,40,35,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9962546816479403
2020Feb,93,7.48,,,,10,30,50,10,,,,,,,,,,,,,,,2.7777777777777777
2020Feb,95,7.685693861,7.4752585504,8.801874512,8.9825674846,10.5301469313,12.235556476,12.8432644295,8.5602278891,7.8858430659,6.9606394309,5.4426489181,4.3312280412,2.2562601424,1.5988173407,1.0138030325,.5752456981,.2920775861,.1327052607,.0539539327,.0196292239,.0063904025,.0018616514,11.35087101125572
2020Feb,96,7.9,,,2,5,15,35,25,10,5,3,,,,,,,,,,,,4.468275245755139
2020Feb,98,7.6,,,,,10,65,25,,,,,,,,,,,,,,,2.0202020202020203
2020Feb,99,7.5,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,101,7.8,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,107,7.5931182919,.0205426126,.2736138632,2.6510705873,12.3563348452,28.4108269082,32.3109858928,18.1834402449,5.0541221188,.6912372011,.0462915581,.0015101069,.000023878,.0000001822,.0000000007,0,0,0,0,0,0,0,4.223652590116387
2020Feb,108,8.340619,,,,,2.18,18.53,37.14,31.61,10.54,,,,,,,,,,,,,3.5238855659039547
2020Feb,110,8,.0043865405,.0496672355,.3923129956,2.0468946968,7.0603768154,16.1114207938,24.3349409225,24.3349409224,16.1114207938,7.0603768154,2.0468946968,.3923129956,.0496672355,.0041495002,.0002285486,.0000082906,.0000001979,.0000000031,0,0,0,5.518993310604465
2020Feb,112,7.8,,,5,10,20,30,20,10,5,,,,,,,,,,,,,5.128205128205129
2020Feb,114,7.9,,,,,,,,,,,,,,,,,,,,,,1
2020Feb,116,7.4,0,0,0,0,30,30,20,10,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,4.232804232804233
2020Feb,127,7.6,.9748110825,3.2752000636,7.6588008269,13.2311690976,18.0217535375,19.3540995762,16.3881394119,10.9410392027,5.7588969362,2.3896815399,.7816608873,.2015220334,.0409442063,.0065548274,.0008267166,.0000821301,.0000064257,.0000003958,.0000000192,.0000000007,.9748110825,7.280566274444145
2020Feb,128,7.7,,,,3,15,40,25,10,5,1,1,,,,,,,,,,,3.866976024748646
""
TARGET_PERIOD,FCT_SOURCE,21,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2020May,6,7.6,,,,,20,60,20,,,,,,,,,,,,,,,2.272727272727273
2020May,10,8.1,,,,,,15,60,20,5,,,,,,,,,,,,,2.3529411764705883
2020May,14,7.1,0,1,11,32,39,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.453038674033149
2020May,15,7.5,,,,10,35,40,10,5,,,,,,,,,,,,,,3.278688524590164
2020May,16,7.3,3,7,10,14,19,17,11,7,5,3,2,1,1,0,0,0,0,0,0,0,0,8.237232289950578
2020May,20,7.3,,,,20,35,25,15,5,,,,,,,,,,,,,,4.0
2020May,22,7.4,,,,10,45,35,10,,,,,,,,,,,,,,,2.898550724637681
2020May,23,7.3,,,,20,35,25,20,,,,,,,,,,,,,,,3.7735849056603774
2020May,24,7.2,1,3,5,14,25,20,13,11,5,2,1,,,,,,,,,,,6.345177664974619
2020May,26,7,,2,20,30,25,15,6,2,,,,,,,,,,,,,,4.55788514129444
2020May,33,7.6,,,,,,,,,,,,,,,,,,,,,,1
2020May,39,7.56,,,,5,20,40,30,5,,,,,,,,,,,,,,3.389830508474576
2020May,47,7.6,,,,,,,,,,,,,,,,,,,,,,1
2020May,48,7.7,,,,,,,,,,,,,,,,,,,,,,1
2020May,56,7.6,,,,,5,90,5,,,,,,,,,,,,,,,1.2269938650306749
2020May,61,7.1,,,,15,45,30,10,,,,,,,,,,,,,,,3.076923076923077
2020May,63,7,0,0,5,15,50,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
2020May,68,7.45,,,,,,,,,,,,,,,,,,,,,,1
2020May,85,7.5247634427,.0000000637,.0001723114,.0653664518,3.6472155341,32.3617894823,49.7418001251,13.5638731977,.6155222254,.0042563968,.0000042111,.0000000006,0,0,0,0,0,0,0,0,0,0,2.688753092682318
2020May,88,7.4,,,,,,,,,,,,,,,,,,,,,,1
2020May,89,7.4,,,,2.5,25,34,24,10,3,1,.5,,,,,,,,,,,4.042854255104103
2020May,91,7.4,0,0,0,10,45,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
2020May,93,7.4,,,,5,60,35,,,,,,,,,,,,,,,,2.0618556701030926
2020May,95,7.685693861,7.4752585504,8.801874512,8.9825674846,10.5301469313,12.235556476,12.8432644295,8.5602278891,7.8858430659,6.9606394309,5.4426489181,4.3312280412,2.2562601424,1.5988173407,1.0138030325,.5752456981,.2920775861,.1327052607,.0539539327,.0196292239,.0063904025,.0018616514,11.35087101125572
2020May,96,7.9,,,2,5,15,35,25,10,5,3,,,,,,,,,,,,4.468275245755139
2020May,97,7.5,,,,,,,,,,,,,,,,,,,,,,1
2020May,98,7.5,,,,,20,50,25,5,,,,,,,,,,,,,,2.816901408450704
2020May,99,7.4,,,,,,,,,,,,,,,,,,,,,,1
2020May,101,7.2,,,,,,,,,,,,,,,,,,,,,,1
2020May,102,7.6,,,,,,,,,,,,,,,,,,,,,,1
2020May,107,7.27,.2209619634,1.4672792012,7.6743604697,20.9778059132,31.0489705153,24.9040825394,10.8198662385,2.5418816176,.3220425476,.0219329707,.0008002685,.0000155923,.0000001617,.0000000009,0,0,0,0,0,0,0,4.526827391781459
2020May,108,7.626525,,,,7.22,26.55,40.74,22.81,2.68,,,,,,,,,,,,,,3.396442633914091
2020May,112,7.7,,,5,10,20,30,20,10,5,,,,,,,,,,,,,5.128205128205129
2020May,114,7.9,,,,,,,,,,,,,,,,,,,,,,1
2020May,116,7.1,0,0,0,25,35,20,10,5,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,4.193751310547285
2020May,127,7.5,.7831377593,3.1746896041,8.1380443737,14.7784530091,20.1996550426,20.782241635,16.0944744457,9.3815523597,4.1156603121,1.3586335014,.3374227446,.0630304129,.0088534171,.0009348202,.0000741766,.0000044217,.000000198,.0000000067,.0000000002,0,.7831377593,6.658625631652273
2020May,128,7.6,,,,10,20,35,20,10,3,1,1,,,,,,,,,,,4.472271914132379
""
TARGET_PERIOD,FCT_SOURCE,21,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2020Aug,1,7.5,,,1,5,20,33,20,12,6,2,1,,,,,,,,,,,4.761904761904762
2020Aug,2,7.5,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9230769230769231
2020Aug,4,7.4,,,5,10,20,20,15,10,7.5,5,2.5,2.5,2.5,,,,,,,,,7.407407407407407
2020Aug,5,7.6,,,,,2.5,35,50,10,2.5,,,,,,,,,,,,,2.6058631921824102
2020Aug,6,7.6,,,,,60,40,,,,,,,,,,,,,,,,1.9230769230769231
2020Aug,10,8.2,,,,,,15,60,20,5,,,,,,,,,,,,,2.3529411764705883
2020Aug,14,7.4,0,0,2,16,37,33,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52112676056338
2020Aug,15,7.4,,,5,15,35,30,10,5,,,,,,,,,,,,,,4.0
2020Aug,16,7.3,3,7,10,14,19,17,11,7,5,3,2,1,1,0,0,0,0,0,0,0,0,8.237232289950578
2020Aug,20,7.3,,,,20,40,30,10,,,,,,,,,,,,,,,3.3333333333333335
2020Aug,22,7.6,,,,5,20,50,20,5,,,,,,,,,,,,,,2.985074626865672
2020Aug,23,7.2,,,2,18,40,26,13,1,,,,,,,,,,,,,,3.604902667627974
2020Aug,24,7.3825878053,1,3,7,20,25,18,11,8,4,2,1,,,,,,,,,,,6.195786864931846
2020Aug,26,7,,2,20,30,25,15,6,2,,,,,,,,,,,,,,4.55788514129444
2020Aug,32,7.2,,,,,,,,,,,,,,,,,,,,,,1
2020Aug,33,7.6,,,,,,,,,,,,,,,,,,,,,,1
2020Aug,37,7.5,,,,,35,63,2,,,,,,,,,,,,,,,1.9238168526356292
2020Aug,39,7.6,,,,,35,45,15,5,,,,,,,,,,,,,,2.857142857142857
2020Aug,47,7.4,,,,,,,,,,,,,,,,,,,,,,1
2020Aug,48,7.4,,,,,,,,,,,,,,,,,,,,,,1
2020Aug,56,7.5,,,,,40,50,10,,,,,,,,,,,,,,,2.380952380952381
