"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125"
"1",0.00363617225005234,0.0037016556512228,0.00410011095525924,0.00364479846901391,0.00360144410439303,0.0037384439819649,0.00366988009803472,0.00363116095834102,0.00371885776472443,0.00361374011615324,0.00382065169079566,0.00374151395220945,0.00371858697504899,0.00362261656059315,0.00393051806545443,0.00374840334320611,0.00360371862225889,0.00370357812030597,0.00370822168582458,0.00355853883223146,0.00362409516022695,0.00365272156637889,0.00366644996951899,0.00358767366016416,0.00378931745762066,0.00373992785660513,0.00362656983589134,0.00360572920045215,0.00359104672776441,0.00367358640219024,0.00365624609678332,0.00359498178733248,0.00360310128359886,0.0036644089029976,0.00380082870472411,0.0036574830083926,0.00367583633344623,0.00363857429424383,0.00361019014561743,0.00375830921330523,0.00402644733645048,0.00363895276419214,0.00417348323659123,0.00378812025550605,0.00371133743756417,0.00363274049282157,0.00362384198758141,0.00382420655849678,0.00358467554961855,0.00216473455936953,0.00435333743599293,0.00396431533996617,0.00391600314821696,0.00395814291161754,0.00251335132220573,0.0044771212359681,0.0041626042554216,0.00354823813684091,0.00362141832408613,0.00371869656217017,0.00429687022560929,0.00458577242642422,0.00367843157045337,0.00365412242901351,0.00364922883053463,0.00529096060567198,0.00362214500165358,0.00360228846093244,0.00360132081739687,0.00356515593802629,0.00406396480623791,0.00352295193245726,0.00335585801035324,0.00303356517240319,0.00285414932484581,0.00308630828752597,0.00364223625787889,0.00348759905836821,0.00384753699748904,0.0037247075167887,0.00372994155342146,0.00382368402233396,0.00381794954801138,0.00401781843172156,0.00448179910441897,0.00404655500599684,0.00417331481151756,0.00431227209044545,0.00331673246842318,0.00488172724292713,0.00479607372184187,0.00472849744883527,0.00436088460276932,0.00364860950032093,0.00357377063992445,0.00343228492369777,0.00357023459532962,0.00369479232913351,0.00366659292401868,0.00355865236087419,0.00373419387913577,0.00365124158719191,0.00362972011899168,0.00377636001594127,0.00339585083796885,0.00386777586152606,0.00400081047361624,0.00361455320537007,0.00362218830853198,0.00370156894742617,0.00361532381437293,0.00350714995130406,0.00358548193235804,0.00341315726404906,0.00362208300155998,0.00337328343451113,0.00361892739344273,0.00368102944303487,0.00364149542416857,0.00363062058103996,-0.000606599945306673,0.00363563854678484,0.00364740567838157,0.00365907799259121,0.00359848083233534
"2",0.0036241424357564,0.0035136497497595,0.00362428989724513,0.00364906517980861,0.0037600475947571,0.00365520478436928,0.00368483718141179,0.00369358352817891,0.0037937916314115,0.00361697605055061,0.00399914470125038,0.00372423230638988,0.00365636040369331,0.00367205905799288,0.00357440521084907,0.00366516324691605,0.00357348456831417,0.00356644335843234,0.00366344300877498,0.00372142010218985,0.00376149140218759,0.00399813037926315,0.00391829981909079,0.00366349591904002,0.00366527397376321,0.00366390941992768,0.00366969925061125,0.00362227473819825,0.00361778520559429,0.00367361439571117,0.00366427155264304,0.00372218111830683,0.00367199181105921,0.00372448901735618,0.00368017869535714,0.00366396670927376,0.00367495787892471,0.00378434437973809,0.00377466227761722,0.00381582499373861,0.00387312252204404,0.00360944302225766,0.00397264140645534,0.00399955666544903,0.00363853390385231,0.0036588524934143,0.00363220922867329,0.00364092034945154,0.00381062198633948,0.00174383055967384,0.00397634096398712,0.00409523783672934,0.00404313679016467,0.00436402431155455,0.003166043645053,0.00460192721651176,0.00426154990471366,0.00345949000119613,0.00384547284658064,0.00380453439573098,0.00500795376335411,0.00473389928739116,0.00366822944593294,0.00366354647498223,0.00368385159697968,0.00573647190999587,0.00379613613165027,0.00450363903853762,0.00448669896923682,0.00352529076122975,0.00361374046234321,0.00364310968641182,0.00354309900900552,0.00387732050094625,0.00408412768445425,0.00410808749036664,0.00363701337326149,0.00326308116128185,0.00362814986374302,0.0036116041988015,0.00354761208464637,0.00356724306676571,0.00363206109442577,0.0036249281088483,0.00338373136637203,0.00506941023642913,0.00422185350629363,0.0044123534516021,0.00358292077435466,0.00493520086356192,0.00478164273182983,0.00470364111581877,0.00436966347113101,0.00356762736125123,0.00349236764668124,0.00356023506434399,0.00365329029228353,0.00372833452830435,0.00372431315775052,0.00363788294556982,0.00368732611996376,0.00366047367667839,0.00369093430981319,0.00238775354515107,0.00369741703530963,0.00387156949231649,0.00389351118459599,0.0036508109740824,0.00387670862905118,0.00364015534339974,0.00384740339463864,0.00366535796277222,0.00381594654862045,0.00361655896657636,0.00402149687957575,0.00376216537803556,0.00314305429913345,0.00384369756595198,0.00360190522276,0.00361597736660838,0.00261776904773831,0.00364166948202042,0.00364763098516615,0.00369695202102461,0.00355904975925387
"3",0.00370417827277343,0.0037167210913888,0.00374364959947983,0.00382239792326496,0.00414299219598237,0.00369966327705525,0.00367858650412192,0.00368957634794192,0.00368433891636346,0.00373149345142491,0.00367636752411409,0.00372224713689221,0.0037012567923728,0.00369618505862508,0.00370011317241216,0.00368971953176444,0.00369803776557159,0.00375331231402904,0.00369461149057778,0.00376774393272266,0.00372228600515176,0.00368276368830475,0.00369354574795139,0.00370293020036754,0.00374643972584491,0.00374542611482785,0.00366078099536487,0.00381199100129825,0.00373269269754142,0.00378548633628153,0.00369698346552848,0.00392428667466146,0.00387290599799053,0.00379606943011058,0.00361287947494856,0.00371980238202348,0.00372754085536175,0.00368441183468429,0.0037780937616,0.00384085298630091,0.00392424142055285,0.00370999837076144,0.00405458636059496,0.00395935840534384,0.00354066861102967,0.00379647930530732,0.00365097644403447,0.00441922258349558,0.00420721050342843,0.00396278510332621,0.00503207253964973,0.00423605111219972,0.00464199024278503,0.0043591150850489,0.00397481822625487,0.0055696731003018,0.00445124466160781,0.0043469616389529,0.00405044205339619,0.00400196461234101,0.00519341461777503,0.00409335839386283,0.00423353669454982,0.00369942438096359,0.00364820720214295,0.00525127482220123,0.00394316738348981,0.004195102751173,0.00419602917685629,0.0036992726613527,0.00366343579509087,0.00369730664172403,0.00365908979841193,0.00361772759267099,0.00360028945949658,0.00364767240604097,0.00369981218879158,0.00358071268608595,0.00385930552938362,0.0037506771695236,0.00367320103449903,0.0038010306967773,0.00369727720073321,0.00408650221117861,0.00425674648531388,0.00548353405231073,0.00400253509572258,0.00436786778587254,0.00364548987870834,0.00489916701570713,0.00478834452192847,0.00466318354528422,0.0043276247215821,0.0036172193854467,0.00339263177079166,0.00257073345467657,0.00367075326164755,0.0033591500682987,0.00367793673146654,0.00364625329502519,0.00377205780506418,0.00370150219518874,0.00359707607457763,0.00290064301867564,0.00369448070354077,0.00383190887849217,0.00383470200598127,0.00369345345098474,0.00355855169922546,0.00358742420610043,0.00373167296025277,0.00369487448983807,0.00376705318287028,0.00348254874678349,0.00379363397487065,0.00365213672745099,0.00334900151697826,0.00369611081748688,0.00347132527051763,0.00369307724179896,0.00621034127098469,0.00364799738927876,0.00351235073650875,0.00371920453213819,0.00349834385017836
"4",0.00435333268772288,0.00466942604455983,0.00394942386972755,0.00367246397444678,0.00349629915881686,0.00397349781582579,0.00424718142173125,0.00417486822493034,0.00434235725593353,0.00400155910181333,0.00410658900512797,0.00340340194749032,0.0037914024637208,0.00378414554017485,0.00368321041427803,0.00406775248110739,0.00399279100770718,0.00382673150903204,0.00397817748639375,0.00386419199734928,0.00362153434002076,0.00279372215470628,0.00313766101801362,0.00373305191750566,0.00371543879214614,0.00379755045528877,0.00372341180577955,0.0035555369454747,0.00363010116558254,0.00367780193569252,0.00386464528319589,0.00348061935017003,0.0036723989079828,0.00372103577953672,0.00351473707538783,0.00373560946205623,0.00372701074266703,0.00392832591874534,0.00326902393923371,0.00267004439533533,0.00367758390772638,0.00359659275731219,0.00417635898121793,0.00390833111445503,0.00402543042281583,0.00390628576227782,0.00378631709841461,0.00429094818186985,0.00417640246787229,0.00407574154311367,0.0043043900019743,0.00453921512664972,0.00447189743113366,0.00435595736789081,0.0039445408131325,0.00501974214212887,0.00459881940463927,0.00328998799217559,0.00301346171521113,0.00324620401709154,0.00450901938726967,0.00569849631218856,0.00352085738328997,0.00377414985591639,0.0037774631299329,0.00445943426659747,0.00377752744294669,0.00364474957521711,0.00358344220699032,0.00401846256575162,0.00367708892710557,0.00374498372622667,0.00326067717240444,0.0036105539583251,0.00360569890397613,0.00369698014360705,0.00359888511809964,0.00362846007832054,0.00368621441469335,0.00372946296864703,0.00356548377872554,0.00377298889754854,0.00381305278311419,0.00368663253269118,0.00393588392289936,0.00537654883959854,0.00391523538350639,0.00421136947315244,0.00374703808889445,0.00475236699242027,0.00463989760293407,0.00455226000445942,0.0042319641400958,0.00274222906751328,0.00211530545614869,0.000867844456006656,0.00393913954916747,0.00324712921304167,0.0036885659378256,0.00370689248355486,0.00378181397192685,0.00374678834158287,0.00373248450333567,0.0038596341436362,0.00382452645769517,0.00379401878719226,0.00381799307779276,0.0037323645625483,0.00373417818487454,0.00369470922277906,0.00386785556366313,0.0037289838860824,0.00372163136641555,0.00433406736422625,0.00384529331038127,0.00371614245400063,0.00597886427549855,0.00357243832480987,0.00365171060257554,0.0035256153480082,0.0051314345350994,0.00372782553787725,0.00373997563578553,0.0037230984564206,0.00353812919022035
"5",0.00450034536861354,0.00483377672090538,0.00379126287811267,0.00355758326496515,0.00385602329449853,0.00360709039472914,0.00348079910654061,0.00340513983952393,0.00361647507041459,0.00337411870410755,0.00390886521879405,0.003945759655821,0.00374040960563882,0.00363833857450734,0.00391405508588812,0.003471532529664,0.0036703487425904,0.00377096802654021,0.00350131081503145,0.00371535767749438,0.00378595335128275,0.00370391141908447,0.00378336601362186,0.00366312028230819,0.00376124814230483,0.00369186474312189,0.00377594213852641,0.00371958383058035,0.00376322747109237,0.00374658325291514,0.003092753870412,0.00385539833916937,0.00375175515979625,0.00379878193876986,0.00381817947635674,0.0037344282280834,0.0037579115379864,0.00369311676528661,0.00397555211660262,0.00411522207978104,0.00410079744281214,0.00374441979315401,0.00484593726365496,0.00387987517276045,0.00379942673509027,0.00292698926202137,0.00379930761361118,0.00467339611361136,0.00441366549706994,0.00489961011091295,0.00498835612625368,0.00452284554964047,0.00478775805624245,0.00408484768103501,0.00439121074037259,0.00535431345074291,0.00471820744879073,0.00413012828100985,0.00386671235097465,0.00379436557446028,0.00389937474723964,0.00504946925703074,0.0034798081186374,0.0042672841819447,0.00393420720363066,0.00595886014861737,0.00386751792400485,0.00383454306289793,0.00391802463491241,0.00385938861400572,0.00377410450259162,0.00375390697610615,0.00366159623129946,0.00390886144843574,0.00405884511078974,0.00418046161108267,0.0040051706408916,0.00387274144289748,0.00389897320688387,0.00380297671940841,0.00374722204586676,0.0037276271672702,0.00388619100291097,0.00407638020580011,0.00400399897820956,0.00585245059032288,0.00407338023953343,0.00447780930315877,0.00405277686888626,0.00488990886933328,0.00470095144405165,0.0045631034458114,0.00423912583502017,0.00300849813946357,0.0032005193802631,0.00324187509250268,0.00372849923689374,0.00397907579828709,0.00370203594294384,0.00378007950989041,0.00379539209649294,0.00378009156312623,0.00370184286167132,0.00380538191440415,0.00379745898557786,0.00377471503514463,0.00387280951426733,0.00376139256091917,0.00376168340288881,0.00384628192903351,0.00373866024049277,0.00383506178162554,0.0038769601964057,0.0037673347646129,0.00368993824244325,0.00382854969866145,0.0037495916396588,0.00437313048849515,0.00376314961093908,0.00396296567533753,0.00253953271258118,0.00374922056208984,0.003813596368143,0.00377283279779049,0.00372199668308108
"6",0.00412212037301264,0.00403372874789301,0.00384662200540623,0.00382935975058972,0.00378061481040369,0.00394213228328106,0.00400676559984689,0.00397925135910608,0.00414834667565135,0.00402698823907151,0.00399551000114865,0.00380689523539166,0.00386831543040001,0.00378714623080641,0.00405804877021051,0.00388819511040421,0.00420670209174326,0.00381335312832824,0.00387084649336901,0.00363812747489315,0.00384400565967908,0.00414583803811511,0.00395120954656127,0.00387374804760157,0.00392897316272251,0.00390560070963791,0.00373841128532736,0.00384938317258766,0.00367950385979436,0.00380452552599613,0.00395268781260054,0.00390369469447931,0.00380253187516471,0.00385511473005145,0.00385548231295793,0.00379255586092172,0.00380636431655085,0.00371693222087634,0.0040114980345979,0.00401770414274909,0.00438729976303855,0.00358354038108515,0.00436560145506964,0.00376319642309568,0.00383274974048475,0.00382346639772862,0.0038042923092358,0.00489187852839399,0.00415950612006039,0.00447240802114678,0.00544632158991172,0.00462383209551914,0.00476536775595167,0.00411190371233492,0.00429251849317245,0.00534029437412606,0.00472790845415779,0.00374985806410552,0.00381104855238071,0.00384666237834185,0.00440793575922769,0.00558811858561713,0.00396720238854331,0.00384123912053209,0.00357315432649191,0.00502813993086869,0.00386916894620083,0.00388146197385762,0.00397096858937362,0.00383438655314248,0.00352758716282731,0.00378469707830632,0.00381652185540758,0.0037154316711337,0.00372401334876681,0.00378674003453811,0.00383471174681369,0.00361543857152774,0.00326731883806117,0.00344416906862278,0.00329314320130995,0.00343435399595186,0.00325157743429445,0.00347253950836238,0.00362722003147774,0.00670310841538399,0.00498212195070639,0.00519253751068755,0.00471689759190885,0.00516515608594246,0.00488503277620271,0.00461517313696606,0.00424036635230341,0.00394915677105513,0.00455551994198833,0.00367178803619395,0.00406752262924428,0.00445147209612964,0.00381314967294629,0.00380200308346905,0.00380976701831785,0.00380854983830856,0.00362127119784619,0.00385739291895797,0.00394307165684494,0.00383075949805446,0.0038118099753245,0.00393817415529908,0.00383648366735737,0.003785447783476,0.00368308345505002,0.00389979871946887,0.00396533655512898,0.00384462617650318,0.00381461002708745,0.00384380922918948,0.0030107593060343,0.00407125515724771,0.00384120763641939,0.00404686710480797,0.00515769988517807,0.00381998150261816,0.00381187899042177,0.0038160316795829,0.00343397346710929
"7",0.00348167487938499,0.00404906972913144,0.00416232735201034,0.00388252663985302,0.00380419792170012,0.00395836907202573,0.00399663146974366,0.0039952271452833,0.00437760952603733,0.00404769956922166,0.00437866391577392,0.00390959749479161,0.00389186064800727,0.00385640260789897,0.00349289997770647,0.00389089295981297,0.00434538607811358,0.00377402980085949,0.00387570766330348,0.00374365499506735,0.00384577906938762,0.00398135881026293,0.00394784856728387,0.00384451755523868,0.00388157934513021,0.00383994074271346,0.00400237521774302,0.00388723595827837,0.00384842665559439,0.00405964784686627,0.00415710442576481,0.00371184412153401,0.00380984407193547,0.00394308663205543,0.00385752943938464,0.00379126025238383,0.00379740905777514,0.00394907001725766,0.00357128344298265,0.00306353718332337,0.00377245161934535,0.00326601559053669,0.00408632868754313,0.00353205920778214,0.00384962491585632,0.00389100610847535,0.0037896904347003,0.00457558486939366,0.00426546298027064,0.00404933454727351,0.00520916219152175,0.00455454037774873,0.00454803668896725,0.0041995536673094,0.00362451815518344,0.00513626172437298,0.00479439520875335,0.00382173320189929,0.00386625458928844,0.00377547274719645,0.00379372458314698,0.0073170203969763,0.00398210703664329,0.0038455063910477,0.00385202416204922,0.00533945800246422,0.00375974716801581,0.00364428864548778,0.00373109068406791,0.00382932488344979,0.00388490164595463,0.0038067167588322,0.00394097929439837,0.00378490621828365,0.00383539102862364,0.00394077537274474,0.0039390486806432,0.00393292429722156,0.00398559657869003,0.0039780651293482,0.0038767823248086,0.00387850700513638,0.00388339253127066,0.00353285774749804,0.00357303660770855,0.00686384206577476,0.00496582984819692,0.00512789877075352,0.004798850711302,0.00518891959181262,0.00491526377513438,0.00464975994169001,0.00426667496661104,0.00559291689864654,0.00523209174933065,0.00417753503818171,0.00427682720134751,0.00371444640022938,0.00401900201088132,0.00388864216800628,0.00390937782451044,0.00384399404809345,0.00381233833598007,0.00381557572226321,0.00385276660451359,0.00376573502792624,0.00380249331793613,0.00383529162698418,0.00374820903971937,0.00384930849743424,0.003806824628694,0.00384228434455456,0.00388231183242696,0.00377036141486888,0.00395371801907188,0.00384500019534155,0.00358055159106959,0.00384446605011705,0.00380986844527273,0.00382346526673911,0.00721108020119784,0.00383635164099886,0.00384553820832572,0.00382261621524876,0.00368402606366038
"8",0.00392135550788161,0.00386108714086535,0.00379238057357828,0.003866031082584,0.00474191306414338,0.00380945894322515,0.00384142972303206,0.00386590701696295,0.00417347268063299,0.00395992393292291,0.00391126367916722,0.00324496822169875,0.00383405633530907,0.00370013087383276,0.00402569219983683,0.00372858036306156,0.00328024633231132,0.00380280630899888,0.00366445451833918,0.00402827350634165,0.00385627441400412,0.00373386353121058,0.00329155370271815,0.00386761041554063,0.00383032002835018,0.00417319296482292,0.00378168765287212,0.00381522591406114,0.00388794773152528,0.0036684248757497,0.00385973787262246,0.00358410596329913,0.00347023700425176,0.00397283160735399,0.00391487744787453,0.00343819340522917,0.00341862376392456,0.00383008032650857,0.00396190716178047,0.00346784460739406,0.00357596852535499,0.00357743186360282,0.00559101118981649,0.00368447104025754,0.00387783296191287,0.00394409236689901,0.00376472918282563,0.00472340247282669,0.0041077362037933,0.00436841444716794,0.00527092391468608,0.00457134184500388,0.00481062205544099,0.00434288782677033,0.0038371312763162,0.00553486348924722,0.00496373619708482,0.00378188719261013,0.00367938166105555,0.00388474636176953,0.00364279930628194,0.00437466569753316,0.00392414067523166,0.00391192417222615,0.00388709349301253,0.00493119877458563,0.0038917312269006,0.0038035225426233,0.00384884162964727,0.00398587033729976,0.00387993349767899,0.00388326142422927,0.00388656506837543,0.00363085069945897,0.00352010057974184,0.00357708050374351,0.00430386643792783,0.00433302756606047,0.00423091475590465,0.00414471388828824,0.00417674707623755,0.00403629152711571,0.00391720601795547,0.00389715572822219,0.00394488146894398,0.00674874768070593,0.00526555906023506,0.00541929619464418,0.0049224749001972,0.00537690504687198,0.00511266443768802,0.00478650212889026,0.00435016359645683,0.00349785981276817,0.00344197690282881,0.00341974157585194,0.00398051518115479,0.00392584794260501,0.00388689072782336,0.00387902388753524,0.00391702141655483,0.00384118836671834,0.00396008669179783,0.0038933946738111,0.00382340320806459,0.00387067842547222,0.00381783130952303,0.00390455429171365,0.00389659158815044,0.00389928763787551,0.0038686401657048,0.00386803592501516,0.00388318221586313,0.00388472668640569,0.00389426697518848,0.00380736848372674,0.00429486582367622,0.00388525644577149,0.00387865674628343,0.00388550706854805,0.00133843180036924,0.00391310838356674,0.00382015797456227,0.00389527717323646,0.0035129837734895
"9",0.00388764063779927,0.00388882986289381,0.00392293804018276,0.00379244433424017,0.00402288072519457,0.00388526877820052,0.00391967706488425,0.00392484634492206,0.00387251895426835,0.00368388674446685,0.0040788422924681,0.00456761767805789,0.00382344793534741,0.00385509909890083,0.00413919194343019,0.00388898315082987,0.00406877041062884,0.00386475902024062,0.00388904608522914,0.0043942693540097,0.00416792590444179,0.00408753380355281,0.00427004695767417,0.0040313754199763,0.00392138078029891,0.00419348317593476,0.00381469076955975,0.00402168796583528,0.00402433347518822,0.00392081228527267,0.00384432647931844,0.00352101564714432,0.00391844877373933,0.00398688827964193,0.00380754915018296,0.00395736253873063,0.00405807701121073,0.00376698329103565,0.00313579066247607,0.00385810174909111,0.00333954346019633,0.00398841010818406,0.00243416005243402,0.00490728134236733,0.00389632276641862,0.00396121072128759,0.00379978864244962,0.00496059950826755,0.00463717902135617,0.0044927152207932,0.00537068717910124,0.00519269483273909,0.00507144843623013,0.0039914459636617,0.00398721146313146,0.00581801056915542,0.00493361749250759,0.00417320000413506,0.00410213762149489,0.00396259884728065,0.00441276922597845,0.00334713908175297,0.00391246925630766,0.00399296060853308,0.00430831959795955,0.00564728955411235,0.00392767367989749,0.0039103118054679,0.00392527567107424,0.00383539987883082,0.00390722404815358,0.00391677362695903,0.00387978108095236,0.00386961858268251,0.00389491977905121,0.00397883474833275,0.00437958901243471,0.00541799295179221,0.00510044633713574,0.00494123464120229,0.00491056083552721,0.00419927540792648,0.00423858408200872,0.0045305549612576,0.00427960937682424,0.00423917309265719,0.00493733460695896,0.00513710538080374,0.00455054830002963,0.0053779232604938,0.00509391503893794,0.00476650139622431,0.00433838866982759,0.00389259115084338,0.00521077761276357,0.00259408004375025,0.00393052924040746,0.0038968259623375,0.00390188268418749,0.00393399928110498,0.00396042742979064,0.00361143201079586,0.00399656626931499,0.00387628357190802,0.00449559954813309,0.00380664856085923,0.00391884758259014,0.00390801717416197,0.00376481008397139,0.00396750876360729,0.00385946492305747,0.00390979183898651,0.00390745908589792,0.00411038185829796,0.00393133054692769,0.00414710625241752,0.00390835088905749,0.00390107281252499,0.00387136919580392,0.0039162343954931,0.00250147226972342,0.00384571288111802,0.00383354852095575,0.00389892395409974,0.00410433064420542
"10",0.00395448630154725,0.00390734909341283,0.00404458002126153,0.00386677584276374,0.00352894076306489,0.00401644502705611,0.00396479800437726,0.00395296942464785,0.00396699590592439,0.00402195228878287,0.00385750162087667,0.0033089370400977,0.00405020627081285,0.00400417833600723,0.0039442925597452,0.00398397978708043,0.00395590627756457,0.00408594060214161,0.00400231553434337,0.00430148222180208,0.00394985855616707,0.00394705603452484,0.00382284068593687,0.0039054002334632,0.00396026097820967,0.00398957045174296,0.00399330898241678,0.00380374448665683,0.00379319690746831,0.00397202477730074,0.00390642104581321,0.00384920827645686,0.00369170243840398,0.0040411805905983,0.00389969331575513,0.00370250171104364,0.00359713313013158,0.00407361424122074,0.0041415622453205,0.00453898668004159,0.00446108442427733,0.00428718873074084,0.00462097840490642,0.00424576804712422,0.00396821702850527,0.00401326712030279,0.00390355051689323,0.00455555204620491,0.00423429124267679,0.0028968961360311,0.00542844169720261,0.00475307406270215,0.00463282176885066,0.00427562746067969,0.00313400119705907,0.00580207923575682,0.00477253902646123,0.00383354169708737,0.00376816787548754,0.00408197843528628,0.00396545510992455,0.00570334530033577,0.00396423195606294,0.00395871820137558,0.00401766240030616,0.00572451634490117,0.00396987258421616,0.00392327640526271,0.00395868791053743,0.00364393731717557,0.0039595682886925,0.00397343646568401,0.0039403781699638,0.00429796817849313,0.0046096839232049,0.00461091567021512,0.00758725792613533,0.00645355595387448,0.00611131769687986,0.00603640029892564,0.0059947057122763,0.00521124970849014,0.005740852271941,0.00621581590748893,0.00685088306811811,0.00676303861198106,0.00626681146199064,0.00621611885782474,0.00517461874840131,0.00584110695260694,0.00552720329511964,0.00507840762170096,0.00445772837027728,0.00285158066112175,0.00327897528879268,0.00189240393163147,0.00397539790240001,0.00407643142675849,0.00389560389284981,0.00394949170909239,0.00396749353662594,0.00394250582234896,0.00392483133253219,0.00393118171143468,0.0039612779144859,0.00403126946465266,0.00396413555012918,0.00397153499549121,0.00374935763778001,0.00400516084950469,0.0040120043137292,0.0040061903074022,0.00394950611738443,0.00399956158510263,0.00396821539830093,0.00404316746712754,0.00396460312511869,0.00385872466116254,0.00373877392189388,0.00396712513596988,0.00664892610504545,0.00376684605613591,0.0038403816222988,0.00397622906027589,0.00448287039725507
