,x
377,0.003818461
378,0.003664627
379,0.002800804
380,-0.00269605
381,0.00070491
382,0.009910948
383,-0.002168141
384,-0.004124615
385,0.010310676
386,-0.003318315
387,0.001229263
388,0.00294961
389,0.004736276
390,0.00634624
391,-0.000767929
392,0.006970694
393,-0.000118098
394,0.005244497
395,0.005997725
396,0.003164702
397,-0.005219323
398,0.007121368
399,0.002141642
400,0.000177494
401,0.001994382
402,-0.004083213
403,-0.000531633
404,0.003177364
405,0.003861046
406,0.002855734
407,-0.000150742
408,0.004773987
409,0.004083158
410,-0.001035398
411,0.000947557
412,0.001854128
413,-0.003264678
414,0.005958027
415,0.005326043
416,-0.001173442
417,0.002544214
418,0.002152274
419,-0.003834029
420,0.007544235
421,0.009841524
422,0.000823301
423,0.004036925
424,0.00330247
425,0.002122969
426,-0.001588881
427,0.003011085
428,0.000188438
429,0.006164847
430,0.000166978
431,-0.007972625
432,-0.006399314
433,-0.003429721
434,-0.005530711
435,-0.004534818
436,-0.00306819
437,0.006256591
438,-0.001710842
439,-0.002813207
440,-0.00474827
441,-0.007211711
442,-0.004934891
443,0.004960033
444,-0.005201605
445,-0.007709336
446,0.00319364
447,-0.002262973
448,0.004838922
449,0.001150946
450,-0.001037513
451,-0.000886534
452,0.000694097
453,-0.003850452
454,0.00705528
455,-0.002272356
456,-0.003854984
457,0.006214169
458,0.009969403
459,0.000863268
460,0.002085153
461,-0.002499708
462,-0.004548403
463,0.001162601
464,0.01236556
465,0.002571222
466,0.002345904
467,-1.87E-05
468,0.002427946
469,0.004534982
470,0.011294729
471,-0.009469483
472,0.008215736
473,0.001263423
474,0.006772934
475,0.000435237
476,-0.001673769
477,0.000797337
478,0.000312413
479,-0.006608354
480,-0.005186618
481,0.000106972
482,-0.00547315
483,0.001395265
484,0.001218774
485,-0.005248653
486,0.007575709
487,-0.003130948
488,-0.008550005
489,0.005512998
490,-0.002031442
491,-0.005951435
492,0.003296409
493,-0.040811012
494,-0.14204535
495,0.015579253
496,0.06377139
497,0.035671578
498,0.009696666
499,-0.000396203
500,0.006591957
501,0.004417035
502,0.012820636
503,0.006188306
504,-0.034032598
505,0.027732274
506,0.001412546
507,0.008657475
508,0.004643054
509,0.004190976
510,-0.000255862
511,-0.010507707
512,0.013631533
513,0.00906849
514,-0.000727046
515,0.000195643
516,0.006216889
517,0.008091224
518,0.002229838
519,0.000616899
520,-0.001394637
521,0.002215931
522,0.001161862
523,0.003505518
524,-0.000854202
525,-0.003276691
526,-0.012484279
527,0.009004129
528,0.000512776
529,0.000136177
530,0.003977905
531,-0.002358819
532,-0.005843362
533,0.006729542
534,0.00022215
535,0.002063922
536,-0.007091326
537,0.003004895
538,-0.002490298
539,-0.01124776
540,0.012180767
541,-0.002027818
542,-0.000689869
543,0.007465628
544,0.000621806
545,-0.009475443
546,0.008110256
