DATE,x
12/1/1996,0.001159238
1/1/1997,0.001300753
2/1/1997,0.002083394
3/1/1997,0.001054311
4/1/1997,0.000982074
5/1/1997,-0.000455335
6/1/1997,0.0012801
7/1/1997,0.00059682
8/1/1997,0.000795206
9/1/1997,0.002410152
10/1/1997,0.001301899
11/1/1997,5.66E-05
12/1/1997,-0.000212139
1/1/1998,0.00049492
2/1/1998,-0.000523209
3/1/1998,0.000155577
4/1/1998,0.001243746
5/1/1998,0.001369157
6/1/1998,-0.00084668
7/1/1998,0.002467483
8/1/1998,0.001379136
9/1/1998,-0.000576754
10/1/1998,0.002192706
11/1/1998,4.21E-05
12/1/1998,0.001010356
1/1/1999,0.001401581
2/1/1999,-0.000560397
3/1/1999,0.000756461
4/1/1999,0.004819488
5/1/1999,0.000654774
6/1/1999,0.000306343
7/1/1999,0.002655675
8/1/1999,0.001817363
9/1/1999,0.003583415
10/1/1999,0.001683502
11/1/1999,0.000895792
12/1/1999,0.00232531
1/1/2000,0.002717468
2/1/2000,0.003147411
3/1/2000,0.004280969
4/1/2000,-0.00083022
5/1/2000,0.00083022
6/1/2000,0.0033818
7/1/2000,0.002505198
8/1/2000,-6.76E-05
9/1/2000,0.00429191
10/1/2000,0.001359308
11/1/2000,0.001397756
12/1/2000,0.001529914
1/1/2001,0.004829344
2/1/2001,0.001546873
3/1/2001,9.33E-05
4/1/2001,0.001757166
5/1/2001,0.002629973
6/1/2001,0.001762722
7/1/2001,-0.000331102
8/1/2001,-0.000119223
9/1/2001,-0.003410504
10/1/2001,0.003516481
11/1/2001,-0.000675797
12/1/2001,-0.001034455
1/1/2002,0.000901893
2/1/2002,0.001682242
3/1/2002,0.002709474
4/1/2002,0.004175371
5/1/2002,0.000656987
6/1/2002,0.001247088
7/1/2002,0.002201576
8/1/2002,0.001961605
9/1/2002,0.001801285
10/1/2002,0.001824081
11/1/2002,0.000988824
12/1/2002,0.000961863
1/1/2003,0.002983683
2/1/2003,0.004200954
3/1/2003,0.002563592
4/1/2003,-0.001699739
5/1/2003,-0.001147669
6/1/2003,0.001083228
7/1/2003,0.00293429
8/1/2003,0.003374069
9/1/2003,0.003120167
10/1/2003,0.000127668
11/1/2003,0.001263037
12/1/2003,0.002203303
1/1/2004,0.003859979
2/1/2004,0.002126772
3/1/2004,0.001541611
4/1/2004,0.001854364
5/1/2004,0.003246307
6/1/2004,0.002847557
7/1/2004,0.000926529
8/1/2004,0.000512978
9/1/2004,0.001974384
10/1/2004,0.004285223
11/1/2004,0.003846015
12/1/2004,0.000532313
1/1/2005,0.001311005
2/1/2005,0.002777111
3/1/2005,0.002990643
4/1/2005,0.002797925
5/1/2005,0.000563546
6/1/2005,0.00062443
7/1/2005,0.004226064
8/1/2005,0.004026206
9/1/2005,0.009604481
10/1/2005,0.001597819
11/1/2005,-0.002090895
12/1/2005,0
1/1/2006,0.004836058
2/1/2006,0.00059838
3/1/2006,0.001936294
4/1/2006,0.004634243
5/1/2006,0.002682558
6/1/2006,0.00246256
7/1/2006,0.003411502
8/1/2006,0.003141493
9/1/2006,-0.002623114
10/1/2006,-0.002358436
11/1/2006,0.000342318
12/1/2006,0.003546124
1/1/2007,0.003334354
2/1/2007,0.003101286
3/1/2007,0.003650682
4/1/2007,0.002348975
5/1/2007,0.002899528
6/1/2007,0.002117137
7/1/2007,0.001524338
8/1/2007,0.000680582
9/1/2007,0.003844078
10/1/2007,0.003028011
11/1/2007,0.005288449
12/1/2007,0.002309903
1/1/2008,0.002520008
2/1/2008,0.001993341
3/1/2008,0.002858484
4/1/2008,0.001848575
5/1/2008,0.004281411
6/1/2008,0.007228799
7/1/2008,0.004642596
8/1/2008,-0.000809236
9/1/2008,0.000831398
10/1/2008,-0.006626001
11/1/2008,-0.011871507
12/1/2008,-0.005603017
1/1/2009,0.000113504
2/1/2009,0.001791648
3/1/2009,-0.001099555
4/1/2009,0.001428054
5/1/2009,0.001041419
6/1/2009,0.005922217
7/1/2009,0.000112464
8/1/2009,0.002897218
9/1/2009,0.00161341
10/1/2009,0.003787989
11/1/2009,0.002495128
12/1/2009,0.000578337
1/1/2010,0.002187978
2/1/2010,-2.22E-05
3/1/2010,0.001408022
4/1/2010,0.000542723
5/1/2010,0.000321065
6/1/2010,-0.000420726
7/1/2010,0.00085234
8/1/2010,0.001371075
9/1/2010,0.000993959
10/1/2010,0.00318505
11/1/2010,0.001989635
12/1/2010,0.00225964
1/1/2011,0.00299765
2/1/2011,0.002781734
3/1/2011,0.004011682
4/1/2011,0.004233372
5/1/2011,0.003031368
6/1/2011,-0.000204679
7/1/2011,0.001700791
8/1/2011,0.002352652
9/1/2011,0.001404653
10/1/2011,2.14E-05
11/1/2011,0.002044432
12/1/2011,0.00057725
1/1/2012,0.003413919
2/1/2012,0.002234067
3/1/2012,0.00191095
4/1/2012,0.001314311
5/1/2012,-0.001123417
6/1/2012,-0.000509133
7/1/2012,0.000360662
8/1/2012,0.003356401
9/1/2012,0.003039612
10/1/2012,0.002956854
11/1/2012,-0.000683193
12/1/2012,-0.000157726
1/1/2013,0.001901571
2/1/2013,0.003551806
3/1/2013,-0.001318668
4/1/2013,-0.001016351
5/1/2013,0.000733553
6/1/2013,0.00221834
7/1/2013,0.001243047
8/1/2013,0.001481281
9/1/2013,0.000437705
10/1/2013,0.001322373
11/1/2013,0.001486881
12/1/2013,0.001744005
1/1/2014,0.002072239
2/1/2014,0.000476008
3/1/2014,0.001602275
4/1/2014,0.001775008
5/1/2014,0.001648346
6/1/2014,0.001090535
7/1/2014,0.001417974
8/1/2014,-0.000123222
9/1/2014,0.00034909
10/1/2014,-0.000297746
11/1/2014,-0.000955439
12/1/2014,-0.00175916
1/1/2015,-0.004809736
2/1/2015,0.001767634
3/1/2015,0.001888224
4/1/2015,0.000886132
5/1/2015,0.002396862
6/1/2015,0.001940024
7/1/2015,0.000912255
8/1/2015,7.17E-05
9/1/2015,-0.001383984
10/1/2015,0
11/1/2015,0.000625593
12/1/2015,-0.000841052
1/1/2016,0.000410357
2/1/2016,-0.000523235
3/1/2016,0.002337048
4/1/2016,0.003270883
5/1/2016,0.001631438
6/1/2016,0.001750833
7/1/2016,0.000172881
8/1/2016,0.001392128
9/1/2016,0.001897081
10/1/2016,0.002045218
11/1/2016,0.000333723
12/1/2016,0.001717415
1/1/2017,0.003828296
2/1/2017,0.001356532
3/1/2017,-0.000512251
4/1/2017,0.001907057
5/1/2017,-0.000431279
6/1/2017,0.000842325
7/1/2017,0.000370799
8/1/2017,0.002241907
9/1/2017,0.003722058
10/1/2017,0.00130393
11/1/2017,0.001431369
12/1/2017,0.001449161
1/1/2018,0.003742208
2/1/2018,0.002141994
3/1/2018,0.001064354
4/1/2018,0.002380836
5/1/2018,0.001718154
6/1/2018,0.000862872
7/1/2018,0.001057963
8/1/2018,0.000694903
9/1/2018,0.002052526
10/1/2018,0.00172672
11/1/2018,0.000341089
12/1/2018,0.000691566
1/1/2019,-0.000516194
2/1/2019,0.001829827
3/1/2019,0.002263181
4/1/2019,0.002819373
5/1/2019,0.000725356
6/1/2019,0.000473615
7/1/2019,0.001332651
8/1/2019,0.000463115
9/1/2019,0.000607513
10/1/2019,0.001772213
11/1/2019,0.001029138
12/1/2019,0.002716832
1/1/2020,0.001073177
2/1/2020,0.001167688
3/1/2020,-0.002768294
4/1/2020,-0.004181311
5/1/2020,0.0009339
6/1/2020,0.003065144
7/1/2020,0.003170546
8/1/2020,0.003084256
9/1/2020,0.001514769
10/1/2020,0.000571015
11/1/2020,0.00113155
12/1/2020,0.004409366
1/1/2021,0.003711526
2/1/2021,0.003650841
3/1/2021,0.005255208
4/1/2021,0.005590146
5/1/2021,0.00511548
6/1/2021,0.005199798
7/1/2021,0.004834362
8/1/2021,0.004064025
9/1/2021,0.002975881
10/1/2021,0.006286594
11/1/2021,0.006920131
12/1/2021,0.006355868
1/1/2022,0.004933409
2/1/2022,0.006302365
3/1/2022,0.008772833
4/1/2022,0.003104645
5/1/2022,0.006050707
6/1/2022,0.009381005
7/1/2022,0.00026576
8/1/2022,0.002910164
9/1/2022,0.003199948
10/1/2022,0.004369492
11/1/2022,0.002795285
12/1/2022,0.001538306
1/1/2023,0.005088255
2/1/2023,0.003305261
3/1/2023,0.001272212
4/1/2023,0.003481924
5/1/2023,0.001416018
6/1/2023,0.002452459
7/1/2023,0.001352512
8/1/2023,0.003038547
9/1/2023,0.003482541
10/1/2023,0.000280057
11/1/2023,-4.94E-05
12/1/2023,0.001538987
1/1/2024,0.004209807
2/1/2024,0.003098825
3/1/2024,0.003406603
4/1/2024,0.002616335
5/1/2024,-8.11E-05
6/1/2024,0.001176027
7/1/2024,0.001530817
8/1/2024,0.000906046
