"","x"
"182",0.00274881905598242
"183",0.00118224822791801
"184",0.00145315860456486
"185",0.00243233767744459
"186",0.00314870733881763
"187",0.00229876523870485
"188",0.00110992796863653
"189",0.00169251663646255
"190",0.0018987962555963
"191",0.000642083358503598
"192",0.00202806553355332
"193",0.00177118961561767
"194",0.0018422778135022
"195",0.0026238369004151
"196",0.00153848460056271
"197",0.000975119751044845
"198",0.00125443681175966
"199",0.00215101372071383
"200",0.000691466303857691
"201",0.00258508141550936
"202",-2.93384186614939e-05
"203",0.00191985051897412
"204",0.00222300313846091
"205",0.00157650457431902
"206",0.00301470441756686
"207",0.00299114496281779
"208",0.00172382616112893
"209",-1.44735604238659e-05
"210",0.00211092554240284
"211",0.000952793489143819
"212",0.00282416867586176
"213",0.00301707027322372
"214",0.00177724316175483
"215",0.00115923789520886
"216",0.0013007527616788
"217",0.00208339354447559
"218",0.00105431137594309
"219",0.000982073677519793
"220",-0.000455334536453399
"221",0.0012801003070809
"222",0.000596819820764823
"223",0.000795206085470084
"224",0.00241015215555123
"225",0.00130189925840648
"226",5.65658851296381e-05
"227",-0.000212138569708774
"228",0.000494920009819759
"229",-0.000523208552961546
"230",0.000155577085223525
"231",0.00124374609695521
"232",0.00136915747641668
"233",-0.000846680358206971
"234",0.00246748336268817
"235",0.00137913586643678
"236",-0.000576754016339668
"237",0.00219270591754112
"238",4.21203378112334e-05
"239",0.00101035623649232
"240",0.00140158121279141
"241",-0.000560396775572423
"242",0.000756461477552109
"243",0.00481948840586244
"244",0.000654773952245842
"245",0.000306342688463986
"246",0.00265567476003707
"247",0.00181736255062788
"248",0.00358341499288948
"249",0.00168350208111379
"250",0.000895791905439767
"251",0.00232531045838248
"252",0.00271746756672037
"253",0.00314741077602361
"254",0.0042809685274074
"255",-0.000830220055988909
"256",0.000830220055988834
"257",0.00338179992134689
"258",0.00250519790044525
"259",-6.76255976669536e-05
"260",0.00429191000692206
"261",0.00135930844253734
"262",0.00139775575475111
"263",0.00152991414010872
"264",0.00482934391443863
"265",0.00154687322483744
"266",9.32692884895644e-05
"267",0.00175716555908375
"268",0.00262997255965868
"269",0.00176272220483369
"270",-0.000331101710847505
"271",-0.000119223458018871
"272",-0.00341050419821687
"273",0.00351648130726063
"274",-0.000675796571206796
"275",-0.00103445541173501
"276",0.00090189270938255
"277",0.00168224214943064
"278",0.00270947357488996
"279",0.00417537141048059
"280",0.000656987080986243
"281",0.0012470875561973
"282",0.00220157606386031
"283",0.0019616054833225
"284",0.00180128488113102
"285",0.00182408097377445
"286",0.000988823770704395
"287",0.000961863489553078
"288",0.00298368277804765
"289",0.00420095365342631
"290",0.00256359197667936
"291",-0.00169973901003397
"292",-0.0011476690041563
"293",0.00108322812541814
"294",0.00293428951109398
"295",0.00337406907863346
"296",0.00312016723512467
"297",0.000127668266949137
"298",0.00126303719785569
"299",0.0022033032977751
"300",0.00385997914410614
"301",0.00212677152816305
"302",0.00154161116229544
"303",0.00185436364595087
"304",0.00324630672007377
"305",0.00284755735424887
"306",0.000926528838756521
"307",0.000512977721741892
"308",0.00197438364668767
"309",0.00428522256228058
"310",0.00384601543518609
"311",0.000532313285120322
"312",0.00131100520916903
"313",0.00277711099928378
"314",0.002990642632192
"315",0.00279792547140495
"316",0.000563545943907774
"317",0.000624429921911064
"318",0.00422606372005498
"319",0.00402620615284925
"320",0.00960448098498632
"321",0.00159781865718421
"322",-0.00209089455876951
"323",0
"324",0.00483605778571851
"325",0.000598379605930039
"326",0.00193629415663246
"327",0.00463424325786627
"328",0.00268255787112877
"329",0.00246255970061907
"330",0.00341150206626017
"331",0.00314149320325865
"332",-0.0026231143038089
"333",-0.00235843603574993
"334",0.000342318205818064
"335",0.00354612389534495
"336",0.00333435394749553
"337",0.00310128571475076
"338",0.00365068199591787
"339",0.00234897485761949
"340",0.00289952766902772
"341",0.00211713745023413
"342",0.00152433772804037
"343",0.000680582096969769
"344",0.00384407807026697
"345",0.00302801139764097
"346",0.00528844915260951
"347",0.00230990345360511
"348",0.00252000814442537
"349",0.00199334109086298
"350",0.00285848446500039
"351",0.00184857520770712
"352",0.00428141052587604
"353",0.00722879906866039
"354",0.0046425957482205
"355",-0.000809236424325488
"356",0.00083139807137988
"357",-0.00662600118465308
"358",-0.0118715067607862
"359",-0.00560301650897138
"360",0.000113503513055609
"361",0.0017916477742187
"362",-0.00109955518772281
"363",0.00142805355668066
"364",0.00104141914077177
"365",0.00592221653170618
"366",0.000112464433241553
"367",0.00289721822852367
"368",0.00161340957331002
"369",0.00378798913167156
"370",0.00249512800013791
"371",0.000578336852839729
"372",0.0021879781045747
"373",-2.21889388148265e-05
"374",0.00140802151924063
"375",0.000542722820416933
"376",0.000321064608706426
"377",-0.000420726312671976
"378",0.00085234038999107
"379",0.00137107496047177
"380",0.000993959020284171
"381",0.00318504950394053
"382",0.0019896347725341
"383",0.00225964007736012
"384",0.00299765007579636
"385",0.00278173399476837
"386",0.00401168164117516
"387",0.0042333719562807
"388",0.00303136778424622
"389",-0.000204678520781049
"390",0.00170079052387639
"391",0.00235265157690086
"392",0.00140465274029616
"393",2.1429795989008e-05
"394",0.00204443231194107
"395",0.000577249954562739
"396",0.00341391929071435
"397",0.00223406724905027
"398",0.00191095032354461
"399",0.00131431134176259
"400",-0.00112341700120015
"401",-0.000509132576389669
"402",0.000360662349699807
"403",0.00335640068816684
"404",0.00303961225703484
"405",0.00295685421174205
"406",-0.000683192955001344
"407",-0.000157726219156401
"408",0.00190157068158067
"409",0.00355180609027139
"410",-0.00131866770895429
"411",-0.00101635075990368
"412",0.000733552733415553
"413",0.00221833987608936
"414",0.00124304719215423
"415",0.00148128084834212
"416",0.000437705181288615
"417",0.00132237275815423
"418",0.001486880891978
"419",0.00174400542491202
"420",0.00207223896605224
"421",0.000476008163214589
"422",0.00160227453842356
"423",0.00177500794789906
"424",0.00164834636104228
"425",0.0010905350875018
"426",0.00141797356324848
"427",-0.000123222262311298
"428",0.000349090315262194
"429",-0.000297745860708714
"430",-0.000955438624113947
"431",-0.00175916017199308
"432",-0.00480973606730468
"433",0.00176763415693244
"434",0.00188822392855901
"435",0.000886132091657798
"436",0.00239686156894243
"437",0.00194002411457602
"438",0.000912254510505914
"439",7.17150658292841e-05
"440",-0.00138398394115886
"441",0
"442",0.000625592923512852
"443",-0.000841051569111589
"444",0.000410357427072262
"445",-0.000523235247213777
"446",0.00233704838891446
"447",0.00327088288509938
"448",0.00163143816838354
"449",0.00175083260148836
"450",0.000172881063343949
"451",0.00139212809736495
"452",0.00189708139778474
"453",0.00204521824508635
"454",0.000333722679553228
"455",0.00171741500600868
"456",0.00382829574658476
"457",0.00135653190815802
"458",-0.000512251355861068
"459",0.00190705668557361
"460",-0.00043127874815323
"461",0.000842324866296762
"462",0.000370799076248466
"463",0.00224190655878859
"464",0.00372205771297779
"465",0.00130393038964521
"466",0.00143136909024374
"467",0.00144916053470844
"468",0.00374220810939249
"469",0.0021419942548068
"470",0.0010643540967344
"471",0.0023808363845969
"472",0.00171815443799952
"473",0.000862872044516402
"474",0.00105796273692551
"475",0.000694903255348514
"476",0.00205252581514669
"477",0.00172672019801711
"478",0.000341089051911996
"479",0.000691566327828875
"480",-0.000516194392734762
"481",0.00182982667707616
"482",0.0022631805876681
"483",0.00281937317683037
"484",0.000725356060720842
"485",0.000473615288261876
"486",0.00133265111028682
"487",0.000463114841459378
"488",0.000607512928333933
"489",0.00177221332201304
"490",0.00102913816365085
"491",0.00271683209961775
"492",0.00107317737847009
"493",0.00116768772839011
"494",-0.00276829380833082
"495",-0.00418131133202712
"496",0.000933900159822611
"497",0.00306514386230144
"498",0.00317054629403337
"499",0.00308425604125444
"500",0.00151476928736755
"501",0.000571015280656716
"502",0.0011315499160594
"503",0.00440936636462174
"504",0.0037115255593959
"505",0.00365084101884011
"506",0.00525520757182624
"507",0.00559014611193197
"508",0.00511547988780865
"509",0.00519979782402432
"510",0.00483436175429529
"511",0.00406402532002428
"512",0.00297588119528767
"513",0.00628659425009613
"514",0.00692013146248413
"515",0.00635586837339804
"516",0.00493340911795577
"517",0.00630236545658562
"518",0.00877283258508349
"519",0.00310464463142449
"520",0.00605070708408805
"521",0.00938100456369109
"522",0.000265760225831647
"523",0.00291016365342074
"524",0.00319994811812974
"525",0.00436949196485243
"526",0.00279528541433332
"527",0.00153830580068102
"528",0.00508825494415971
"529",0.00330526122190492
"530",0.00127221155955777
"531",0.0034819238344689
"532",0.00141601789517865
"533",0.00245245888274163
"534",0.00135251210288913
"535",0.00303854714810473
"536",0.00348254131597461
"537",0.000280056672121509
"538",-4.94160668205648e-05
"539",0.00153898728820493
"540",0.00420980692881944
"541",0.00309882549935481
"542",0.00340660297008881
"543",0.00261633488807237
"544",-8.11497294100859e-05
"545",0.00117602703005936
"546",0.00153081709905
"547",0.000906046302699726
